run,lumi,event,is_SL,is_DL,lep1_pt,lep1_eta,lep1_phi,lep1_iso,lep1_pdgId,lep2_pt,lep2_eta,lep2_phi,lep2_iso,lep2_pdgId,mll, mll_passed,jet1_pt,jet2_pt,jet3_pt,jet4_pt,jet1_CSVv2,jet2_CSVv2,jet3_CSVv2,jet4_CSVv2,MET_pt,MET_phi,met_passed,n_jets,n_btags,bWeight,ttHFCategory,final_discriminant1,final_discriminant2,n_fatjets,pt_fatjet_1,pt_fatjet_2,pt_nonW_1,pt_nonW_2,pt_W1_1,pt_W1_2,pt_W2_1,pt_W2_2,pt_top_1,pt_top_2,m_top_1,m_top_2,higgstag_fatjet_1,higgstag_fatjet_2,csv2_fatjet_1,csv2_fatjet_2
1,4632,923401,1,0,59.7659,0.598706,-1.60375,0.00969094,-13,0,0,0,0,0,0,0,100.741,86.2308,54.3625,35.9644,0.996127,0.996936,0.715867,0.956653,99.8955,-2.63634,1,4,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923406,1,0,66.0015,0.00836987,-0.279238,0.021029,-11,0,0,0,0,0,0,0,127.008,123.593,101.854,72.6997,0.973455,0.982718,0.291254,-0.1,111.968,-2.23816,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923407,1,0,90.0936,-0.727214,0.965538,0.0768809,13,0,0,0,0,0,0,0,217.766,195.814,125.464,115.003,0.679831,0.202562,0.19381,0.99628,201.719,0.728724,1,8,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923410,1,0,65.8798,-0.828153,-0.714287,0.0351863,13,0,0,0,0,0,0,0,123.681,88.6215,71.0762,45.7703,0.0921057,0.828332,0.999302,0.255636,54.6461,-2.29633,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923412,1,0,103.801,2.09599,-1.92267,0.0229829,-13,0,0,0,0,0,0,0,75.1711,56.0984,43.1664,41.6261,0.963931,0.185415,1,0.190458,60.6002,3.04709,1,7,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923419,1,0,25.8043,1.96719,-0.868801,0.0461822,13,0,0,0,0,0,0,0,69.8357,62.7041,47.4778,46.431,0.931204,0.78967,0.977687,0.248891,15.5162,0.707839,0,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923420,1,0,116.701,0.662191,1.55605,0.00529137,11,0,0,0,0,0,0,0,135.155,120.775,90.2201,54.5532,0.998197,0.999376,0.980191,0.32919,214.992,1.58261,1,7,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923425,1,0,31.9759,0.917835,-2.44272,0.0280301,13,0,0,0,0,0,0,0,244.529,122.169,89.9888,89.1526,0.661287,0.912414,0.996637,0.995333,74.6209,0.297384,1,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923429,1,0,88.3137,-0.346955,1.18753,0,11,0,0,0,0,0,0,0,162.555,138.779,108.66,68.0878,0.920687,0.153033,0.971606,0.986447,48.9398,2.23128,1,8,4,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923431,1,0,37.7017,1.28189,-1.64175,0.0719079,13,0,0,0,0,0,0,0,138.147,129.206,91.8238,47.5722,0.420564,0.975686,0.841446,0.938568,94.4071,2.70916,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923434,1,0,70.6997,-0.0500941,-1.13166,0,11,0,0,0,0,0,0,0,196.519,115.014,90.909,51.3312,0.993841,0.545122,0.65983,0.894248,40.8243,2.21534,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923442,1,0,40.1403,-0.371151,1.01413,0.0548739,11,0,0,0,0,0,0,0,134.113,124.277,67.254,60.1597,0.0976131,0.926111,0.0401672,0.953664,59.3557,-0.113406,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923453,1,0,41.9344,0.826304,-2.34638,0,-11,0,0,0,0,0,0,0,100.279,69.4628,53.8026,49.0011,0.913874,0.0929377,0.503177,0.999361,60.2559,-1.43524,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923461,1,0,62.0045,1.44116,-0.726322,0.0271743,13,0,0,0,0,0,0,0,156.464,133.546,96.4861,69.2288,0.994225,0.957283,0.115331,0.106977,116.098,-0.183931,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923489,1,0,32.8648,1.03584,-1.52468,0.0851975,-11,0,0,0,0,0,0,0,155.333,110.892,76.1042,60.1133,0.904036,0.911398,0.983818,0.990942,22.5919,-0.649557,0,5,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923495,1,0,36.8874,0.265417,1.11383,0.0830438,-11,0,0,0,0,0,0,0,145.926,141.032,90.523,82.6526,0.986116,0.998929,0.996369,0.171561,53.4544,-1.96386,1,4,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923522,1,0,65.8103,0.556698,-2.04923,0.0812454,-13,0,0,0,0,0,0,0,189.055,180.826,176.933,96.8861,0.770405,0.166753,0.94853,0.951539,190.036,-1.88206,1,8,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923528,1,0,83.7185,0.548804,0.97776,0.0130504,11,0,0,0,0,0,0,0,163.497,131.984,103.116,34.2992,0.95086,0.954768,0.985611,0.916441,60.3281,-1.0543,1,4,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4632,923531,1,0,82.9637,0.155352,-0.784377,0,11,0,0,0,0,0,0,0,109.124,70.2255,52.0008,41.6689,0.991702,0.941376,-0.1,0.742458,12.2857,2.87778,0,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1085944,1,0,136.53,0.490249,0.180363,0,-13,0,0,0,0,0,0,0,254.634,202.469,100.025,53.8474,0.0953485,0.931675,0.996401,0.864357,34.0279,-2.75545,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1085948,1,0,56.2129,0.862622,-1.82868,0.00923825,13,0,0,0,0,0,0,0,106.696,69.7681,37.1865,35.0475,0.99926,0.258113,0.998128,0.987921,82.8423,0.345678,1,4,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1085956,1,0,30.7647,-0.643176,-1.54457,0,11,0,0,0,0,0,0,0,111.626,58.9816,53.5969,49.6573,0.917886,0.750339,0.998132,0.668656,88.056,2.46028,1,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1085959,1,0,58.5188,1.65084,-1.6865,0.00621358,11,0,0,0,0,0,0,0,61.813,57.8539,42.4223,35.53,0.999545,0.949565,0.469986,0.933685,88.3043,-0.77536,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1085967,1,0,32.8234,0.216254,-2.56933,0.0535471,-13,0,0,0,0,0,0,0,217.275,181.312,102.144,75.1209,0.994977,0.999913,0.116632,0.140557,82.9912,-0.792304,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1085970,1,0,171.979,1.1377,2.53832,0.0138225,-11,0,0,0,0,0,0,0,208.018,158.897,135.954,51.4963,0.816278,0.825921,0.995804,0.978065,68.3212,-0.149215,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1085977,1,0,186.307,0.464713,2.18823,0.00333127,-11,0,0,0,0,0,0,0,170.15,91.4422,65.745,63.4952,0.894328,0.929449,0.765365,0.261225,59.7705,-0.570142,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1085998,1,0,49.5104,0.160913,-1.54669,0.0143763,13,0,0,0,0,0,0,0,269.233,235.127,76.2691,49.8611,0.46821,0.929573,0.98523,0.250397,76.893,0.450668,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1086002,1,0,38.0876,0.337972,3.10059,0.0634481,13,0,0,0,0,0,0,0,265.094,117.531,97.3241,38.0407,0.129703,0.882591,0.834789,0.964904,174.168,-0.761923,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1086003,1,0,93.3673,1.78417,-2.11793,0.0269227,11,0,0,0,0,0,0,0,86.3415,77.5683,56.1148,34.7301,0.0941642,0.891398,1,0.624525,43.2999,2.99691,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1086015,1,0,44.269,-1.10719,-1.82092,0,11,0,0,0,0,0,0,0,134.353,81.5819,74.224,72.6166,0.205071,0.997396,0.071388,0.991721,22.1307,2.61734,0,5,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1086059,1,0,210.484,1.70908,2.473,0.0200687,-11,0,0,0,0,0,0,0,145.053,124.456,116.754,62.9439,0.957097,0.691397,0.101524,0.958551,31.2308,-3.09648,0,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1086089,1,0,33.0985,-0.622212,2.48318,0,11,0,0,0,0,0,0,0,130.071,76.3525,73.0032,57.721,0.972057,0.915949,0.0570221,0.91664,34.542,-1.20043,0,7,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1086093,1,0,93.2159,1.37234,-1.44671,0,11,0,0,0,0,0,0,0,99.5175,77.9562,66.079,37.2381,0.0592557,0.748874,0.999641,0.625636,27.2796,0.164253,0,6,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1086095,1,0,89.6779,-1.31032,-3.00377,0.0157514,13,0,0,0,0,0,0,0,221.871,142.973,87.0554,69.9028,0.982457,0.15667,0.109,0.999503,11.2894,0.935469,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1086115,1,0,36.0189,0.644537,0.151412,0,-11,0,0,0,0,0,0,0,136.545,132.078,124.503,89.9931,0.999438,0.998104,0.105719,0.379473,30.9596,1.81043,0,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5448,1086119,1,0,69.6796,-0.673369,-0.480556,0.0503301,13,0,0,0,0,0,0,0,69.686,51.7812,51.0171,48.7556,0.948435,0.991535,0.770633,0.52662,48.6373,1.41007,1,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086334,1,0,45.797,-1.95013,-1.5192,0.114665,-13,0,0,0,0,0,0,0,231.25,118.587,95.8503,71.1844,0.942522,0.112752,0.0507449,0.178713,110.019,-2.19099,1,6,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086345,1,0,34.4941,0.885872,1.54609,0.131535,-13,0,0,0,0,0,0,0,161.23,114.083,97.1733,78.9151,0.963518,0.110226,0.0792954,0.119289,163.01,2.4298,1,7,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086355,1,0,72.7979,-0.512054,1.14436,0.0104029,11,0,0,0,0,0,0,0,105.635,63.1453,61.6872,60.7424,-0.1,0.162645,0.598148,0.834762,23.803,-2.13173,0,6,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086356,1,0,46.6146,0.854288,-2.90989,0.0956726,-13,0,0,0,0,0,0,0,273.92,92.958,64.4377,49.2959,0.993548,0.098913,0.912833,0.119951,176.902,2.97055,1,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086362,1,0,27.381,-0.819003,-3.13379,0,-13,0,0,0,0,0,0,0,170.172,80.1861,67.8222,55.2284,0.975825,0.0838377,0.0708255,0.228922,131.443,-1.7258,1,8,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086363,1,0,90.5696,0.40267,2.64727,0.00630243,-13,0,0,0,0,0,0,0,123.5,87.1637,73.3544,37.399,0.984304,0.975683,0.999914,0.678686,88.5365,0.278034,1,4,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086379,1,0,77.1139,1.56904,-2.30204,0.0604987,11,0,0,0,0,0,0,0,147.148,80.4607,77.1036,67.1879,0.941978,0.911824,0.697153,0.961054,100.596,-1.15675,1,6,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086391,1,0,25.12,-1.30012,1.26283,0,13,0,0,0,0,0,0,0,177.778,101.757,98.3599,60.3093,0.943291,0.057627,0.396984,0.989217,64.6564,1.74145,1,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086412,1,0,92.0881,0.414065,-0.0371783,0.0181272,13,0,0,0,0,0,0,0,110.716,97.4911,70.1509,58.997,0.836755,0.130096,0.139088,0.983703,67.8388,-1.58687,1,8,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086417,1,0,31.8293,-0.522111,-0.469093,0.0462177,11,0,0,0,0,0,0,0,259.136,137.681,113.112,59.1388,0.156062,0.727703,0.97178,0.999549,37.6359,1.59374,0,7,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086421,1,0,70.7495,1.3016,-3.03206,0.0600618,-11,0,0,0,0,0,0,0,109.03,108.481,55.4088,54.0918,0.560478,0.958565,0.857294,0.955978,49.3346,2.67869,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086433,1,0,76.3047,1.44146,-1.46837,0.00783389,-13,0,0,0,0,0,0,0,120.288,68.5023,55.0665,53.2663,0.994481,0.339169,0.137225,0.999356,35.5912,1.01601,0,7,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086441,1,0,53.6645,0.829861,2.33592,0.112816,11,0,0,0,0,0,0,0,138.311,121.836,103.12,76.6205,0.480235,0.970602,0.0855355,0.195251,169.608,1.97086,1,9,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086444,1,0,61.4818,0.0178811,-0.17259,0,-11,0,0,0,0,0,0,0,132.6,79.3718,60.1907,59.4318,0.193213,0.141461,0.253341,0.215978,64.8079,-1.88785,1,8,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086467,1,0,45.4659,0.712112,2.6719,0.00453898,11,0,0,0,0,0,0,0,150.187,74.7398,50.3607,42.3183,0.170134,0.221666,0.939671,0.988598,29.0061,0.206285,0,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086485,1,0,109.53,1.99855,0.741765,0.0082753,13,0,0,0,0,0,0,0,80.3111,68.2647,48.0451,33.604,0.976568,0.995827,0.993775,0.338541,85.4307,0.411834,1,4,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086497,1,0,72.7473,0.56397,1.30143,0.00703334,-11,0,0,0,0,0,0,0,103.259,78.4994,74.939,61.0455,0.155818,0.92983,0.999976,0.97708,41.3645,2.37748,1,6,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086498,1,0,47.5016,1.73181,1.01202,0,13,0,0,0,0,0,0,0,90.7364,53.2144,48.6837,42.2094,0.993255,0.951203,0.235063,0.279722,56.8613,-0.868324,1,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086528,1,0,30.7044,-0.637387,2.09434,0.0200139,-13,0,0,0,0,0,0,0,81.0218,57.8099,49.1328,38.3848,0.895211,0.995997,0.704367,-0.1,52.3319,0.927056,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,1086530,1,0,27.8193,1.19328,-2.27411,0.0156881,13,0,0,0,0,0,0,0,253.708,159.26,123.352,85.6086,0.342817,0.785215,0.896695,0.916583,141.477,3.08102,1,7,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1087942,1,0,67.9101,-0.517106,2.95938,0.053446,-13,0,0,0,0,0,0,0,252.113,125.029,65.4362,61.0243,0.424488,0.976268,0.327128,0.655174,45.2238,1.47284,1,8,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1087943,1,0,31.0252,-0.709198,0.557533,0.0290357,13,0,0,0,0,0,0,0,101.695,62.8798,52.3183,49.8309,0.0743549,0.859865,0.999141,0.999173,37.0626,2.15799,0,6,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1087961,1,0,145.386,-0.82303,0.14473,0.0407028,-11,0,0,0,0,0,0,0,181.349,154.595,134.935,128.856,0.179453,0.831095,0.99833,0.0890592,116.273,-0.979028,1,9,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1087964,1,0,151.249,1.7268,2.68583,0.0232727,13,0,0,0,0,0,0,0,148.452,118.956,101.269,98.6457,0.983974,0.99783,0.959243,0.0791897,72.9745,2.22269,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1087977,1,0,31.5201,0.263937,2.09171,0,11,0,0,0,0,0,0,0,96.7712,88.7262,83.4226,62.9573,0.0889357,0.997306,0.218647,0.92902,30.8711,-1.73046,0,6,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1087978,1,0,33.4587,-0.863767,-1.80262,0.0370839,-13,0,0,0,0,0,0,0,227.351,181.663,85.3885,45.3647,0.986826,0.765655,0.982698,-0.1,123.365,2.38745,1,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1087988,1,0,72.5599,-1.1992,1.03349,0,11,0,0,0,0,0,0,0,97.4603,97.1968,82.4221,39.3776,0.998117,0.0921962,0.80123,0.907148,108.779,1.83019,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088001,1,0,98.0617,-1.00947,-1.24069,0,-13,0,0,0,0,0,0,0,167.331,68.2648,67.4748,42.9595,0.944455,0.88076,0.968254,0.998638,15.093,0.682945,0,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088004,1,0,102.8,0.160713,0.26872,0.0270764,-13,0,0,0,0,0,0,0,320.959,214.08,107.559,77.9377,0.0430274,0.989741,0.0694,0.961744,179.22,-0.306026,1,7,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088007,1,0,109.719,-1.1817,-1.39272,0.0432705,13,0,0,0,0,0,0,0,289.273,137.279,126.551,58.8576,0.0922818,0.963501,0.952457,0.933793,174.431,2.68136,1,6,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088016,1,0,133.938,1.86638,-1.25175,0.0258472,11,0,0,0,0,0,0,0,297.669,118.569,69.335,52.0026,0.998338,0.693619,0.989055,0.168008,297.994,-0.928326,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088021,1,0,31.0004,0.278475,-2.27166,0.0273475,11,0,0,0,0,0,0,0,141.572,103.359,65.2547,63.8778,0.893554,0.984715,0.944412,0.213299,246.804,-2.94322,1,4,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088043,1,0,42.3183,-1.86847,2.81183,0,-13,0,0,0,0,0,0,0,128.664,104.984,102.938,88.8845,0.999725,0.998355,0.543777,0.788399,71.454,2.1684,1,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088045,1,0,220.249,0.335384,-2.8836,0.0188978,11,0,0,0,0,0,0,0,121.171,100.028,96.7621,88.6919,0.966072,0.591206,0.143712,0.201656,39.1454,-2.72185,0,8,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088056,1,0,91.39,1.5996,0.641575,0.000586461,13,0,0,0,0,0,0,0,140.788,87.2402,87.227,63.859,0.59448,0.118632,0.13078,0.949631,193.326,0.418945,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088059,1,0,86.1668,-0.83626,1.6128,0.0292433,11,0,0,0,0,0,0,0,229.976,178.522,176.187,81.9964,0.70642,0.156727,0.99642,0.928997,94.6806,0.863033,1,6,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088063,1,0,117.239,0.232157,-0.810253,0,-11,0,0,0,0,0,0,0,141.447,73.5383,53.092,51.5904,0.973031,0.089051,0.248762,0.950698,108.1,-0.190735,1,6,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088070,1,0,35.5236,-0.661132,3.13375,0.0335042,-11,0,0,0,0,0,0,0,94.1685,78.7806,68.397,48.5871,0.876947,0.999303,0.083442,0.981582,87.2571,1.90285,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088073,1,0,59.7393,0.181059,-1.49877,0,-13,0,0,0,0,0,0,0,462.419,205.444,159.763,59.3431,0.89529,0.0769674,0.336597,0.981077,246.183,-0.770278,1,8,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088087,1,0,30.6803,-0.18977,-2.65382,0.0618788,-11,0,0,0,0,0,0,0,339.383,182.371,95.1159,82.0637,0.944463,0.99313,0.173904,0.977325,32.6091,0.262221,0,6,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088092,1,0,37.2555,-0.186013,2.86004,0,-13,0,0,0,0,0,0,0,113.051,113.049,67.3773,38.0854,0.921706,0.168138,0.909551,0.337179,61.8119,1.10328,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088103,1,0,38.4508,0.602022,2.74704,0.0261074,11,0,0,0,0,0,0,0,115.51,97.3986,74.7161,67.0437,0.493579,0.996835,0.950277,0.942646,30.3599,-1.42988,0,6,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088107,1,0,50.1442,0.871797,-1.63381,0,13,0,0,0,0,0,0,0,136.23,80.4418,52.9165,51.7056,0.820246,0.678076,0.950628,0.997157,69.7052,-3.00023,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5458,1088110,1,0,47.1758,1.08908,0.281409,0.0146173,-13,0,0,0,0,0,0,0,302.92,126.117,112.157,92.2145,0.915322,0.150476,0.988604,0.978278,88.8743,-1.67656,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089142,1,0,92.5652,0.531433,-0.857449,0.00690679,-11,0,0,0,0,0,0,0,90.071,83.1199,80.7378,63.2759,0.525343,0.997872,-0.1,0.150346,86.5772,2.36079,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089162,1,0,40.8461,-0.40406,2.43821,0.0113336,-13,0,0,0,0,0,0,0,201.799,156.851,112.392,79.1141,0.945335,0.492898,0.927964,0.698219,53.9638,2.64874,1,7,3,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089164,1,0,51.3748,0.849306,-0.695327,0,11,0,0,0,0,0,0,0,135.107,115.567,78.4619,63.3389,0.980052,0.786508,0.969383,0.999736,103.633,1.94164,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089165,1,0,56.4416,1.92665,1.04344,0.0540117,-13,0,0,0,0,0,0,0,287.953,175.217,82.9625,43.3766,0.853673,0.991472,0.963713,0.855296,68.7971,-2.27653,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089175,1,0,54.0775,-0.469339,-2.1048,0,13,0,0,0,0,0,0,0,165.036,122.681,82.2606,78.7386,0.115293,0.0756539,0.947777,0.987418,103.299,-0.884296,1,6,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089178,1,0,160.262,-1.846,2.00478,0.0179712,13,0,0,0,0,0,0,0,274.161,193.93,123.082,60.5063,0.070039,0.981355,0.667147,0.407668,207.045,2.10475,1,8,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089189,1,0,85.6753,-1.62611,-0.581941,0.0839407,-13,0,0,0,0,0,0,0,175.285,152.88,51.0625,43.638,0.964038,0.155298,0.173568,0.964643,42.0985,-1.12135,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089195,1,0,85.4903,-0.837834,-2.43512,0.0101751,11,0,0,0,0,0,0,0,117.381,109.784,82.1423,64.2702,0.968389,0.150802,0.999649,0.979926,46.479,3.12153,1,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089199,1,0,78.5107,-1.30604,0.783571,0.0670762,-11,0,0,0,0,0,0,0,528.313,132.846,106.895,93.9386,0.458753,0.893764,0.50093,0.39012,128.693,1.4163,1,12,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089217,1,0,74.5538,-0.76508,1.85669,0,11,0,0,0,0,0,0,0,132.21,94.6392,64.075,38.4122,0.910572,0.560951,0.991268,0.852598,64.3905,-0.604681,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089218,1,0,165.811,0.548124,-2.50891,0.011517,13,0,0,0,0,0,0,0,158.953,68.7556,54.8509,45.2738,0.979193,0.917351,0.995718,0.183257,32.8137,2.85092,0,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089232,1,0,41.3203,-1.75034,-2.14221,0.0148323,-13,0,0,0,0,0,0,0,106.362,98.5101,93.9273,34.947,0.968976,0.99716,0.834242,0.153869,232.479,1.4644,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5464,1089233,1,0,59.8942,0.156728,0.326639,0.037558,13,0,0,0,0,0,0,0,73.0206,54.3456,44.8463,40.1862,0.971823,0.998916,0.76163,0.155322,91.1906,-1.50881,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
