run,lumi,event,is_SL,is_DL,lep1_pt,lep1_eta,lep1_phi,lep1_iso,lep1_pdgId,lep2_pt,lep2_eta,lep2_phi,lep2_iso,lep2_pdgId,mll, mll_passed,jet1_pt,jet2_pt,jet3_pt,jet4_pt,jet1_CSVv2,jet2_CSVv2,jet3_CSVv2,jet4_CSVv2,MET_pt,MET_phi,met_passed,n_jets,n_btags,bWeight,ttHFCategory,final_discriminant1,final_discriminant2,n_fatjets,pt_fatjet_1,pt_fatjet_2,pt_nonW_1,pt_nonW_2,pt_W1_1,pt_W1_2,pt_W2_1,pt_W2_2,pt_top_1,pt_top_2,m_top_1,m_top_2,higgstag_fatjet_1,higgstag_fatjet_2,csv2_fatjet_1,csv2_fatjet_2
1,1372,273579,1,0,51.8146,-0.744572,2.07385,0,-13,0,0,0,0,0,0,0,108.819,75.0668,70.6791,59.8286,0.997603,0.328826,0.0966316,0.979782,56.6184,0.676371,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1372,273580,1,0,88.4854,-0.650458,2.12295,0.0175284,13,0,0,0,0,0,0,0,115.347,91.0704,48.9735,37.8689,0.996322,0.97712,0.130111,-0.1,40.2343,2.66596,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273811,1,0,233.75,-0.939236,2.12084,0.023286,-13,0,0,0,0,0,0,0,196.271,176.02,136.476,82.4536,0.95761,0.937155,0.289337,0.113561,30.5721,2.96925,0,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273822,1,0,65.5795,-2.01482,-2.3008,0.00638046,11,0,0,0,0,0,0,0,65.8897,62.968,40.9479,38.4693,0.9985,0.912579,0.956388,0.666686,67.9564,1.38041,1,4,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273823,1,0,36.2775,2.04656,-0.145305,0,-13,0,0,0,0,0,0,0,341.576,197.004,164.211,143.026,0.992358,0.296561,0.0545648,0.531689,52.0746,-0.978122,1,11,3,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273825,1,0,42.9598,-0.946945,2.20744,0,-11,0,0,0,0,0,0,0,196.2,116.133,84.2461,41.0509,0.555379,0.920224,0.999642,0.455795,187.357,-0.686285,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273842,1,0,73.34,-0.630339,1.38808,0.0398864,-13,0,0,0,0,0,0,0,140.844,97.9791,97.542,74.1035,0.949422,0.982431,0.985876,0.948025,111.611,-0.875019,1,5,4,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273872,1,0,76.1035,-1.17271,0.23867,0.102801,13,0,0,0,0,0,0,0,168.405,122.539,121.895,86.8391,0.918273,0.0685662,0.998873,0.925764,65.8142,-1.59712,1,6,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273873,1,0,111.784,-0.884029,-0.965576,0.0708512,-11,0,0,0,0,0,0,0,264.795,110.787,53.5381,31.2627,0.970316,0.998748,0.998675,0.998692,40.9424,0.281135,1,4,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273880,1,0,51.4696,-1.91297,-2.58793,0.0272657,-11,0,0,0,0,0,0,0,152.067,128.373,58.0918,52.5792,0.526776,0.914212,0.527398,0.906856,23.3484,-2.38437,0,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273881,1,0,35.1548,0.474174,-0.10462,0.0229666,-11,0,0,0,0,0,0,0,139.254,120.068,78.5522,78.3192,0.998345,0.992891,0.129272,0.252283,45.0841,-0.965296,1,9,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273884,1,0,46.9349,1.40967,-1.18926,0,11,0,0,0,0,0,0,0,88.7045,81.226,75.6072,67.8993,0.970863,0.983326,0.80094,0.987263,103.705,-1.33763,1,5,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273889,1,0,42.4217,-0.147591,-0.0595219,0,13,0,0,0,0,0,0,0,128.242,82.9296,81.5868,49.129,0.983538,0.630297,0.264057,0.999583,38.7818,0.592008,0,6,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273894,1,0,34.4482,-1.34955,2.17401,0.143789,11,0,0,0,0,0,0,0,168.072,114.632,79.1901,70.4296,0.936432,0.106442,0.989759,0.999856,59.1309,-0.430746,1,4,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273904,1,0,96.5551,-0.733789,-3.02041,0,-11,0,0,0,0,0,0,0,305.969,264.511,155.02,72.9417,0.0843604,0.972519,0.0836037,0.0837821,105.4,2.30722,1,8,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273916,1,0,53.889,-1.31486,1.55288,0,11,0,0,0,0,0,0,0,151.08,94.2258,75.0603,62.6541,0.999004,0.224868,0.219757,0.990715,150.004,2.44032,1,6,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273932,1,0,35.6763,-1.02767,2.25759,0.0572588,-13,0,0,0,0,0,0,0,142.206,64.4442,57.4849,36.1017,0.924634,0.467083,0.972588,0.170819,148.968,1.41336,1,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273955,1,0,57.6079,0.953547,-0.776452,0.0108616,-11,0,0,0,0,0,0,0,235.045,162.289,152.762,98.3567,0.715781,0.786418,0.991953,0.109355,84.1116,0.130743,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273971,1,0,36.5734,-0.780382,1.73278,0.0198371,13,0,0,0,0,0,0,0,95.306,47.9786,43.3565,36.9897,0.996765,0.999957,0.103019,0.0797302,92.9994,2.76942,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1374,273978,1,0,93.8709,-1.11343,0.775334,0.0109051,11,0,0,0,0,0,0,0,224.164,202.544,195.693,72.1818,0.997198,0.778882,0.934728,0.991227,79.2701,-0.685833,1,6,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,274987,1,0,30.0627,-0.347258,0.506349,0.0203688,13,0,0,0,0,0,0,0,228.924,158.535,67.6121,57.1089,0.320084,0.933044,0.336786,0.966225,112.574,-1.13672,1,6,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,274993,1,0,121.139,-0.397543,-0.999871,0.00331932,11,0,0,0,0,0,0,0,133.161,119.885,103.38,59.4403,0.186868,-0.1,0.992145,0.998147,16.198,-1.50432,0,5,2,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,274994,1,0,113.366,-0.617786,-0.628103,0.101698,-13,0,0,0,0,0,0,0,127.663,117.921,110.899,80.0642,0.325854,0.985151,0.999902,0.971354,48.3215,-1.80666,1,6,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275006,1,0,58.696,-0.404563,-0.197688,0.00873578,11,0,0,0,0,0,0,0,350.781,277.866,61.3592,54.5165,0.608494,0.959719,0.998897,0.224275,79.3453,0.809213,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275061,1,0,42.5641,0.567394,2.94941,0.0442973,-13,0,0,0,0,0,0,0,137.679,87.4279,58.7422,43.3669,0.109124,0.477058,0.999852,0.994705,159.778,-2.87174,1,7,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275062,1,0,53.1753,-0.815604,2.13642,0,13,0,0,0,0,0,0,0,173.662,123.44,90.0694,63.7105,0.164479,0.195959,0.949645,0.260464,64.0501,1.21516,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275072,1,0,40.8814,-0.805314,3.07717,0.00726996,-11,0,0,0,0,0,0,0,220.303,202.005,67.2485,65.4656,0.825089,0.99327,0.10583,0.107706,126.628,-2.25394,1,6,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275073,1,0,62.7121,-1.84977,-1.16939,0.0696112,-13,0,0,0,0,0,0,0,220.348,129.24,43.8518,43.4537,0.343901,0.938102,0.957845,0.9704,90.8499,2.78138,1,4,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275085,1,0,75.7934,0.771396,-2.21472,0.054219,13,0,0,0,0,0,0,0,111.815,85.8069,66.8865,63.8375,0.0758609,0.0569732,0.938621,0.94971,96.0601,-1.83419,1,7,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275088,1,0,137.94,0.174451,-0.940779,0.00466345,-13,0,0,0,0,0,0,0,258.073,56.4653,47.874,31.5687,0.974555,0.222511,0.965012,0.476762,48.201,-0.510914,1,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275102,1,0,71.5446,0.292403,0.724214,0.0258186,11,0,0,0,0,0,0,0,90.0103,89.1441,61.781,41.7873,0.989793,0.563981,0.329533,0.999716,28.62,-3.07972,0,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275113,1,0,164.497,1.15621,-0.69711,0,-11,0,0,0,0,0,0,0,82.656,53.9928,47.1958,37.4631,0.956315,0.0940887,1,-0.1,182.408,-0.224741,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275123,1,0,34.0981,-0.58431,-0.386792,0.0444597,13,0,0,0,0,0,0,0,246.788,94.8821,62.0808,61.2749,0.105316,0.998769,0.434781,0.222934,305.003,0.551767,1,8,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275124,1,0,59.0182,-0.938252,2.34826,0.0248159,-11,0,0,0,0,0,0,0,284.404,280.075,204.075,68.5711,0.97244,0.814727,0.997766,0.969331,41.5688,2.78649,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275125,1,0,66.0511,0.422898,-2.29949,0.0757945,-13,0,0,0,0,0,0,0,233.944,108.19,89.8678,86.6857,0.193837,0.975176,0.250061,0.181871,208.954,-2.78439,1,7,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275144,1,0,109.887,-1.19404,0.303368,0.0758935,-11,0,0,0,0,0,0,0,280.979,200.794,178.249,67.4769,0.680039,0.963561,0.85862,0.411415,138.758,0.818687,1,7,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275145,1,0,50.9192,2.03808,-2.73036,0,11,0,0,0,0,0,0,0,151.035,131.023,113.632,42.6879,0.997917,0.204257,0.172779,1,62.5289,0.859998,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275156,1,0,257.455,-0.413985,-1.66973,0,-11,0,0,0,0,0,0,0,192.499,130.774,116.683,83.3266,0.97496,0.139242,0.0880148,0.0949287,35.1753,-2.80814,0,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275159,1,0,114.016,1.99857,2.63907,0,11,0,0,0,0,0,0,0,504.189,184.669,146.239,100.626,0.320881,0.959413,0.897297,0.976521,51.0079,2.53187,1,8,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275164,1,0,47.9673,-0.0726284,-0.298165,0.0463768,-13,0,0,0,0,0,0,0,68.0199,65.3234,62.7412,37.5839,0.866296,0.843052,0.999455,0.13039,69.9948,2.39275,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275168,1,0,112.464,-1.33195,-2.57296,0.0042389,11,0,0,0,0,0,0,0,112.394,70.863,52.3589,49.9326,0.060529,0.996883,0.305333,0.997823,48.1548,1.50081,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1380,275179,1,0,79.971,1.35899,0.0280349,0,13,0,0,0,0,0,0,0,200.627,124.974,120.052,57.1244,0.956585,0.998906,0.996983,0.971547,168.918,0.119672,1,5,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275396,1,0,118.054,-1.00032,-1.075,0.0201319,-11,0,0,0,0,0,0,0,129.871,121.692,109.604,62.092,0.924639,0.9996,0.831023,0.108923,27.8825,1.47503,0,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275415,1,0,41.9992,0.357663,0.459715,0.0459599,11,0,0,0,0,0,0,0,227.02,162.64,152.88,55.1052,0.0608745,0.993604,0.0502863,0.985371,169.231,0.446751,1,6,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275434,1,0,39.8668,-0.71967,-1.86774,0.144022,13,0,0,0,0,0,0,0,127.087,90.1587,80.917,48.6438,-0.1,0.910673,0.999952,0.967482,28.8764,-0.539431,0,5,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275448,1,0,116.609,0.544117,-1.73163,0.0120337,-11,0,0,0,0,0,0,0,106.991,80.5594,62.3014,49.634,0.967167,0.166864,0.918343,0.111621,12.4056,-1.77647,0,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275456,1,0,141.681,-1.7632,-2.75948,0.0237088,13,0,0,0,0,0,0,0,288.36,166.91,68.2148,64.7219,0.949066,0.927404,0.999218,0.830137,10.5817,1.00514,0,5,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275472,1,0,32.2608,0.753151,-1.21319,0.0152299,11,0,0,0,0,0,0,0,167.767,113.906,80.8467,57.9254,0.907901,0.942333,0.630091,0.664142,50.7959,-1.38982,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275473,1,0,40.5577,-0.619733,1.07567,0.0212898,-13,0,0,0,0,0,0,0,141.739,138.897,110.376,78.7931,0.999673,0.968979,0.999305,0.115837,226.718,2.00789,1,6,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275479,1,0,69.8778,0.537194,-2.83932,0,-13,0,0,0,0,0,0,0,147.749,105.735,68.8482,46.4393,0.903606,0.929449,0.982809,0.532828,89.0606,2.14496,1,5,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275480,1,0,33.525,0.496681,-1.32398,0.0327063,-11,0,0,0,0,0,0,0,135.847,109.035,75.9314,71.2785,0.995396,0.13454,0.761983,0.967116,117.158,0.275356,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275485,1,0,58.724,-0.0339753,-2.23339,0.0497767,13,0,0,0,0,0,0,0,114.369,72.5867,61.2046,47.556,0.898736,0.269922,0.913315,0.0949165,21.2868,2.42712,0,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275504,1,0,34.5948,0.745163,-0.827382,0.0202464,-13,0,0,0,0,0,0,0,146.393,53.7965,52.7129,44.9152,0.983848,0.91736,0.700822,-0.1,151.871,-0.710446,1,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275511,1,0,34.0009,0.07709,-2.06949,0.0186617,-11,0,0,0,0,0,0,0,170.368,135.521,108.061,62.6588,1,0.28977,0.0892821,0.984748,46.9191,-2.17555,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275515,1,0,80.3626,-0.711294,0.274334,0.0114385,13,0,0,0,0,0,0,0,133.294,106.509,81.8957,74.0487,0.999234,0.934781,0.241425,0.992706,30.6899,-0.407636,0,6,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275526,1,0,85.805,-0.548011,-2.14553,0.0786395,13,0,0,0,0,0,0,0,216.33,169.853,118.84,113.519,0.994151,0.96851,0.572689,0.171001,13.2665,-1.26914,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275537,1,0,110.556,-0.467711,0.172669,0.0217532,11,0,0,0,0,0,0,0,278.252,174.228,156.007,106.963,0.464621,0.992829,0.215394,0.999881,126.728,-0.211996,1,5,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275561,1,0,35.9305,0.378184,0.825727,0.027565,-13,0,0,0,0,0,0,0,96.1456,63.6814,49.1842,43.4044,0.840688,0.950102,0.959615,-0.1,73.0996,0.456943,1,4,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275562,1,0,34.577,-0.320174,-0.043302,0,-11,0,0,0,0,0,0,0,67.9069,57.3159,50.0975,41.024,0.999764,0.997505,0.231542,0.804248,31.0453,-0.868463,0,7,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275576,1,0,38.3033,0.688798,1.20724,0.0803837,-13,0,0,0,0,0,0,0,233.073,186.304,75.815,62.1234,0.97863,0.188373,0.0710916,0.21152,48.781,-0.872817,1,7,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275578,1,0,68.1567,-1.12272,-2.77917,0.0443502,-13,0,0,0,0,0,0,0,191.964,164.767,72.5656,46.0317,0.783043,0.464397,0.983107,0.891648,43.4818,-1.95944,1,5,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275581,1,0,45.7414,0.259085,1.64086,0.0613728,13,0,0,0,0,0,0,0,269.104,191.918,164.193,136.23,0.99922,0.966579,0.268896,0.998587,51.777,-2.21384,1,5,4,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1382,275582,1,0,27.0834,-0.0486669,2.96533,0.0305884,13,0,0,0,0,0,0,0,177.086,160.107,132.128,83.122,0.155674,0.954503,0.0701463,0.9575,44.0318,3.10129,1,8,3,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1639,326601,1,0,66.6855,0.130819,0.446369,0.0157767,11,0,0,0,0,0,0,0,162.333,158.813,73.1956,46.7944,0.994012,0.974955,0.578795,0.774311,54.4036,1.47423,1,4,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1639,326624,1,0,62.6031,-1.77965,0.930571,0.0407211,-11,0,0,0,0,0,0,0,142.215,132.731,103.888,60.5635,0.998604,0.984159,0.0619016,0.99343,38.7786,-2.45436,0,4,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1639,326628,1,0,55.7868,-1.71133,-0.646559,0.013453,-11,0,0,0,0,0,0,0,207.127,138.214,64.857,36.381,0.948399,0.970069,0.983399,-0.1,34.0658,-1.5579,0,4,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1639,326631,1,0,30.6335,1.37923,2.14718,0.0138748,-13,0,0,0,0,0,0,0,122.314,106.613,106.367,71.0166,0.0994017,0.985376,0.987006,0.804221,84.1035,-1.91682,1,5,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
