run,lumi,event,is_e,is_mu,is_ee,is_emu,is_mumu,n_jets,n_btags,lep1_pt,lep1_iso,lep1_pdgId,lep2_pt,lep2_iso,lep2_pdgId,jet1_pt,jet2_pt,jet1_CSVv2,jet2_CSVv2,jet1_JecSF,jet1_JecSF_up,jet1_JecSF_down,MET_pt,MET_phi,mll,ttHFCategory,PUWeight,bWeight,triggerSF,lepIDSF,lepISOSF,Q2_upup,Q2_downdown,pdf_up,pdf_down
1,19442,3876033,1,0,0,0,0,4,4,52.6779,0.0000,11,-1,-1,-1,172.9857,134.7500,0.9962,0.9813,1.0380,1.0074,0.9926,175.2877,-0.6535,-1,53,-1.0000,0.5837,0.9787,0.9904,0.9848,0.8398,1.3485,1.0187,0.9813
1,19442,3876040,0,0,0,1,0,5,3,76.0832,0.0191,-13,69.4207,0.0000,11,192.4167,143.9254,0.9965,0.3708,1.1140,1.0072,0.9928,116.6265,0.2618,146.5860,53,-1.0000,0.9256,0.9719,0.9381,0.9839,0.7833,1.4134,1.0507,0.9492
1,19442,3876054,1,0,0,0,0,5,3,69.7836,0.0291,11,-1,-1,-1,164.8600,114.1224,0.9970,0.8285,1.0412,1.0077,0.9923,23.0497,0.6597,-1,53,-1.0000,0.7797,0.9828,0.9918,0.9848,0.8344,1.3012,1.0387,0.9616
1,19442,3876056,0,0,0,1,0,4,3,75.4318,0.0000,11,50.7768,0.0000,-13,110.1760,68.6350,0.9981,0.9533,1.0629,1.0116,0.9884,35.8366,-0.2090,140.0659,53,-1.0000,1.5656,0.9599,0.9640,0.9835,0.8389,1.3031,1.0214,0.9786
1,19447,3876860,0,0,0,1,0,6,3,116.8538,0.1448,11,83.4293,0.0000,-13,150.0907,98.2802,0.9950,0.4189,1.1271,1.0077,0.9923,30.6155,-2.7926,250.2870,0,-1.0000,0.5196,0.9719,0.9644,0.9850,0.7475,1.8459,1.0273,0.9726
1,19447,3876861,0,1,0,0,0,7,4,56.5479,0.0265,-13,-1,-1,-1,183.6340,162.5225,0.8336,0.9203,1.1012,1.0073,0.9927,73.3930,0.8519,-1,53,-1.0000,0.9642,0.9918,0.9945,0.9985,0.9371,1.4183,1.0653,0.9344
1,19447,3876862,1,0,0,0,0,4,3,112.9072,0.0060,-11,-1,-1,-1,335.6736,115.0387,0.8488,0.9976,1.0590,1.0077,0.9923,143.1537,-2.6169,-1,51,-1.0000,0.6432,1.0014,0.9918,0.9848,0.8130,1.3540,1.0184,0.9816
1,19447,3876870,0,1,0,0,0,6,2,27.6377,0.1396,-13,-1,-1,-1,89.9216,78.9515,0.6093,0.1006,1.1087,1.0141,0.9859,20.9687,-0.5828,-1,53,-1.0000,1.0582,0.9642,0.9782,0.9937,0.8198,1.4407,1.0248,0.9750
1,19447,3876874,1,0,0,0,0,5,3,300.5043,0.0419,-11,-1,-1,-1,275.1521,197.1453,0.8310,0.9956,1.0859,1.0093,0.9907,79.6244,-0.7708,-1,51,-1.0000,0.6825,1.0295,0.9580,0.9857,0.7748,1.4062,1.0422,0.9578
1,19447,3876889,0,0,0,1,0,3,1,263.0052,0.0041,11,124.4434,0.0470,-13,154.8244,98.7397,0.2379,0.7254,1.0558,1.0071,0.9929,7.4323,1.2400,416.4517,51,-1.0000,1.4874,0.9785,0.9960,0.9892,0.7597,1.5234,1.0274,0.9726
1,19447,3876899,0,1,0,0,0,4,2,48.7815,0.0228,13,-1,-1,-1,107.2444,100.9684,0.9965,0.1336,1.0333,1.0117,0.9883,51.5845,-1.8581,-1,53,-1.0000,1.0805,0.9814,0.9794,0.9960,0.8524,1.2819,1.0291,0.9707
1,19447,3876914,1,0,0,0,0,4,2,186.5942,0.0093,-11,-1,-1,-1,149.3321,102.7652,0.9543,0.0716,1.1015,1.0069,0.9931,87.7241,-1.1380,-1,51,-1.0000,0.7057,0.9799,0.9850,0.9868,0.7533,1.5427,1.0794,0.9202
1,19447,3876916,0,1,0,0,0,6,2,213.9704,0.0099,-13,-1,-1,-1,203.1904,115.5029,0.9913,0.9854,1.1139,1.0068,0.9932,97.8425,-1.9657,-1,53,-1.0000,0.8837,0.9923,0.9965,0.9993,0.8393,1.4866,1.0538,0.9460
1,19447,3876918,0,1,0,0,0,5,2,25.8955,0.0285,-13,-1,-1,-1,112.1297,98.5028,0.8640,0.0759,1.1280,1.0114,0.9886,50.6645,-2.0772,-1,53,-1.0000,1.4352,0.9642,0.9782,0.9937,0.8508,1.2954,1.0346,0.9655
1,19447,3876919,1,0,0,0,0,6,4,97.6894,0.0096,11,-1,-1,-1,154.4239,153.6357,0.9968,0.8771,1.0430,1.0081,0.9919,68.2148,2.8808,-1,53,-1.0000,0.7267,0.9843,0.9833,0.9888,0.8531,1.4736,1.0205,0.9797
1,19447,3876931,0,1,0,0,0,6,2,57.4351,0.0000,13,-1,-1,-1,130.8427,94.7262,0.9367,0.4546,1.0495,1.0097,0.9903,36.8772,0.8502,-1,53,-1.0000,0.8028,0.9918,0.9945,0.9985,0.8303,1.3369,1.0221,0.9779
1,19447,3876934,0,1,0,0,0,5,3,59.5712,0.0000,-13,-1,-1,-1,120.0503,74.6262,0.9989,0.9993,1.0828,1.0106,0.9894,85.0222,-0.8721,-1,51,-1.0000,0.6786,0.9760,0.9720,0.9987,0.7917,1.3627,1.0174,0.9825
1,19447,3876935,0,1,0,0,0,4,2,251.8383,0.0021,-13,-1,-1,-1,306.6348,164.8949,0.8386,0.9890,1.0620,1.0074,0.9926,28.6201,1.7800,-1,51,-1.0000,0.7519,0.9826,0.9791,0.9982,0.8075,1.4041,1.0232,0.9767
1,19447,3876938,1,0,0,0,0,6,3,44.7394,0.0173,11,-1,-1,-1,218.1720,85.0485,0.9519,0.9984,1.0592,1.0067,0.9933,51.3826,2.5542,-1,51,-1.0000,0.5589,0.9770,0.9865,0.9909,0.7888,1.4941,1.0184,0.9816
1,19447,3876952,0,1,0,0,0,4,3,56.3424,0.0240,13,-1,-1,-1,104.4396,81.0182,0.9939,0.9704,1.0371,1.0121,0.9879,111.7444,-1.9385,-1,53,-1.0000,0.6492,0.9760,0.9720,0.9987,0.7625,1.5464,1.0168,0.9832
1,19447,3876960,0,1,0,0,0,6,2,52.2717,0.0000,-13,-1,-1,-1,100.5206,58.5471,0.5630,0.9850,1.0646,1.0126,0.9874,113.7700,-1.1545,-1,53,-1.0000,0.9430,0.9834,0.9789,0.9966,0.7349,1.6020,1.0220,0.9782
1,19447,3876961,0,1,0,0,0,5,2,48.6751,0.0000,13,-1,-1,-1,258.7519,151.5684,0.1199,0.9605,1.0981,1.0070,0.9930,330.7653,2.3785,-1,53,-1.0000,1.0674,0.9780,0.9728,0.9983,0.7687,1.6512,1.0596,0.9402
1,19447,3876965,1,0,0,0,0,5,2,72.9596,0.0000,11,-1,-1,-1,363.4395,153.4749,0.7114,0.9967,1.0601,1.0082,0.9918,171.9926,1.5631,-1,53,-1.0000,0.8318,0.9854,0.9995,0.9899,0.8232,1.4218,1.0283,0.9716
1,19447,3876967,0,1,0,0,0,4,3,29.4805,0.0000,13,-1,-1,-1,80.5368,74.2361,0.9414,0.6244,1.0034,1.0146,0.9854,124.2058,1.0140,-1,53,-1.0000,0.7985,0.9642,0.9782,0.9937,0.7093,1.6937,1.0202,0.9799
1,19447,3876978,0,1,0,0,0,4,3,31.1502,0.0564,13,-1,-1,-1,82.8868,67.8963,0.9216,0.6642,1.0123,1.0148,0.9852,37.3120,1.9892,-1,53,-1.0000,0.7526,0.9747,0.9730,1.0009,0.8432,1.3000,1.0243,0.9756
1,19447,3876982,0,1,0,0,0,7,3,37.6238,0.0382,-13,-1,-1,-1,185.4865,175.3323,0.3684,0.9944,1.0532,1.0070,0.9930,156.7193,0.8466,-1,53,-1.0000,0.6646,0.9763,0.9805,0.9946,0.7961,1.3751,1.0298,0.9705
1,19447,3876985,1,0,0,0,0,4,3,205.9309,0.0000,11,-1,-1,-1,246.6679,81.1088,0.9691,0.9989,1.1170,1.0068,0.9932,24.7289,2.6873,-1,53,-1.0000,1.3674,0.9799,0.9850,0.9868,0.8679,1.4134,1.0238,0.9760
1,19447,3876987,0,1,0,0,0,4,2,49.6427,0.0972,13,-1,-1,-1,63.0664,49.9204,0.0953,0.9987,1.0183,1.0194,0.9806,16.6001,1.8353,-1,53,-1.0000,0.9236,0.9814,0.9794,0.9960,0.8470,1.3141,1.0199,0.9798
1,19447,3876995,0,1,0,0,0,4,2,83.4273,0.1033,13,-1,-1,-1,90.5401,83.4924,0.8933,0.9986,1.0389,1.0124,0.9876,41.7437,2.9252,-1,53,-1.0000,1.0782,0.9729,0.9780,0.9995,0.7796,1.5642,1.0164,0.9834
1,19447,3877006,0,0,0,0,1,8,1,182.4405,0.0346,13,32.2526,0.0225,-13,231.8830,80.8620,0.1811,0.1204,1.1217,1.0070,0.9930,71.9730,-0.7370,146.5667,51,-1.0000,1.1731,0.9330,0.9708,0.9970,0.8891,1.2334,1.0233,0.9767
1,19447,3877020,0,1,0,0,0,6,2,107.6978,0.0104,13,-1,-1,-1,82.4338,61.0681,0.1091,0.1282,1.0422,1.0105,0.9895,25.0775,0.7202,-1,53,-1.0000,0.8890,0.9826,0.9791,0.9982,0.7683,1.5062,1.0206,0.9795
1,19447,3877027,0,0,0,1,0,8,1,76.5051,0.0000,-11,54.3894,0.0397,13,226.8468,218.1677,0.9116,0.1018,1.1219,1.0067,0.9933,57.7349,0.3943,156.2965,51,-1.0000,1.2401,0.9785,0.9706,0.9805,0.7802,1.7188,1.0318,0.9681
1,19447,3877036,0,1,0,0,0,4,3,65.9209,0.0574,13,-1,-1,-1,190.1148,82.0141,0.9642,0.2116,1.0573,1.0070,0.9930,110.5146,-1.0847,-1,53,-1.0000,1.0045,0.9729,0.9780,0.9995,0.8102,1.3550,1.0186,0.9812
1,19447,3877046,0,1,0,0,0,5,2,167.9636,0.0339,-13,-1,-1,-1,239.5509,164.9352,0.7544,0.8071,1.0616,1.0067,0.9933,71.5858,-0.1207,-1,51,-1.0000,0.8415,0.9826,0.9791,0.9982,0.7483,1.5616,1.0227,0.9776
1,19447,3877058,1,0,0,0,0,6,3,93.1541,0.0089,-11,-1,-1,-1,186.1157,150.5675,0.9960,0.9844,1.1393,1.0072,0.9928,54.5274,-1.6818,-1,51,-1.0000,0.7228,0.9854,0.9995,0.9899,0.8002,1.4313,1.0213,0.9786
1,19511,3889676,0,1,0,0,0,7,2,169.0329,0.0364,-13,-1,-1,-1,285.3618,224.7500,0.3768,0.4916,1.0606,1.0071,0.9929,42.7206,-2.5071,-1,53,-1.0000,0.9676,0.9826,0.9791,0.9982,0.7077,1.5694,1.0452,0.9558
1,19511,3889693,0,1,0,0,0,6,2,37.6149,0.0758,-13,-1,-1,-1,100.4200,92.9932,0.6558,0.1088,1.0136,1.0121,0.9879,51.3840,0.3572,-1,51,-1.0000,0.9671,0.9763,0.9805,0.9946,0.7400,1.6531,1.0224,0.9778
1,19511,3889700,0,1,0,0,0,5,2,70.5249,0.0140,13,-1,-1,-1,147.8550,112.8077,0.9983,0.1823,1.1108,1.0085,0.9915,51.0773,-1.7524,-1,53,-1.0000,0.7346,0.9923,0.9965,0.9993,0.7624,1.7223,1.0423,0.9575
1,19511,3889702,0,1,0,0,0,7,3,112.6613,0.0123,-13,-1,-1,-1,119.5784,97.9370,0.9989,0.1060,1.0400,1.0102,0.9898,37.9099,-3.0380,-1,53,-1.0000,0.6297,0.9826,0.9791,0.9982,0.7351,1.5674,1.0201,0.9801
1,19511,3889717,0,1,0,0,0,6,3,34.8253,0.0160,13,-1,-1,-1,149.3482,125.9321,0.0644,0.0980,1.0383,1.0084,0.9916,81.8694,-3.1373,-1,53,-1.0000,0.6796,0.9763,0.9805,0.9946,0.8186,1.3525,1.0305,0.9694
1,19511,3889728,0,1,0,0,0,4,2,38.2414,0.0290,13,-1,-1,-1,118.1066,82.8191,0.3066,0.9388,1.0501,1.0107,0.9893,137.1442,-2.4391,-1,53,-1.0000,0.8503,0.9763,0.9805,0.9946,0.8491,1.3519,1.0228,0.9775
1,19511,3889740,0,1,0,0,0,5,4,74.1144,0.0071,13,-1,-1,-1,94.2558,77.6261,0.9883,0.2640,1.0397,1.0131,0.9869,20.3637,-0.4649,-1,53,-1.0000,0.6626,0.9923,0.9965,0.9993,0.8131,1.3380,1.0223,0.9780
1,19511,3889742,1,0,0,0,0,5,4,56.1991,0.0087,-11,-1,-1,-1,161.6441,155.3233,0.9034,0.9890,1.0914,1.0080,0.9920,43.2625,2.8310,-1,53,-1.0000,0.6001,0.9787,0.9918,0.9848,0.8082,1.3691,1.0200,0.9800
1,19511,3889750,0,1,0,0,0,10,3,27.4473,0.0000,13,-1,-1,-1,117.2698,101.2569,0.1486,0.9571,1.0283,1.0106,0.9894,70.1879,-0.9481,-1,51,-1.0000,0.5466,0.9879,0.9920,0.9954,0.8894,1.4033,1.0256,0.9742
1,19511,3889751,1,0,0,0,0,5,2,58.5208,0.0082,-11,-1,-1,-1,127.2962,102.2515,0.3124,0.9630,1.0310,1.0097,0.9903,84.4362,3.0042,-1,53,-1.0000,1.1931,0.9815,0.9995,0.9899,0.8453,1.5128,1.0220,0.9782
1,19511,3889754,1,0,0,0,0,5,2,39.8243,0.0000,-11,-1,-1,-1,142.1912,93.6297,0.3882,0.1691,1.0188,1.0087,0.9913,111.0405,-1.3017,-1,54,-1.0000,1.4393,0.9801,0.9850,0.9939,0.7696,1.5631,1.0197,0.9804
1,19511,3889756,1,0,0,0,0,4,2,46.6312,0.0000,-11,-1,-1,-1,85.9709,78.5159,0.9953,0.9701,1.0347,1.0142,0.9858,41.6793,0.0299,-1,51,-1.0000,0.8327,0.9880,0.9860,0.9970,0.8484,1.3419,1.0232,0.9770
1,19511,3889775,0,0,0,0,1,2,2,84.1233,0.0000,-13,59.6746,0.0000,13,81.5342,73.1740,0.9692,0.9987,1.1058,1.0130,0.9870,57.4849,1.2063,58.5198,51,-1.0000,0.7332,0.9340,0.9910,0.9978,0.8677,1.2637,1.0224,0.9777
1,19511,3889796,0,1,0,0,0,6,2,29.3853,0.0690,-13,-1,-1,-1,104.6163,84.8004,0.9885,0.9988,1.0199,1.0115,0.9885,53.7858,-3.1251,-1,51,-1.0000,0.7935,0.9642,0.9782,0.9937,0.7167,1.6110,1.0231,0.9772
1,19511,3889825,0,0,1,0,0,9,3,58.1506,0.0310,-11,41.0898,0.0000,11,498.2635,301.7142,0.9841,0.2459,1.1079,1.0103,0.9897,186.2774,1.9503,130.9298,53,-1.0000,0.5876,0.9799,0.9699,0.9858,0.7767,1.4156,1.0420,0.9587
1,19511,3889847,0,0,0,1,0,7,3,128.1878,0.1830,13,61.9178,0.0128,-11,191.4986,127.5783,0.3411,0.9486,1.1206,1.0073,0.9927,37.5212,0.9645,258.5069,53,-1.0000,1.9331,0.9599,0.9775,0.9894,0.8008,1.3746,1.0214,0.9787
1,19511,3889857,0,1,0,0,0,6,3,166.5027,0.0654,-13,-1,-1,-1,272.6153,54.5946,0.9587,0.9354,1.0582,1.0069,0.9931,84.2369,1.1345,-1,53,-1.0000,0.6673,0.9826,0.9791,0.9982,0.7559,1.6841,1.0199,0.9802
1,19542,3895781,1,0,0,0,0,4,3,70.3909,0.0065,11,-1,-1,-1,156.7573,95.5055,0.9908,0.9723,1.0368,1.0081,0.9919,12.1800,1.1917,-1,51,-1.0000,0.6131,0.9828,0.9918,0.9848,0.8110,1.5011,1.0205,0.9797
1,19542,3895787,1,0,0,0,0,4,3,100.2915,0.0000,-11,-1,-1,-1,153.9462,67.2758,0.7990,0.9879,1.0355,1.0082,0.9918,40.7934,2.4309,-1,53,-1.0000,0.8732,0.9947,0.9995,0.9899,0.7354,1.6699,1.0174,0.9826
1,19542,3895798,0,1,0,0,0,4,2,112.1977,0.0158,13,-1,-1,-1,146.3972,46.4453,0.9982,0.6911,1.0487,1.0087,0.9913,58.5242,0.8803,-1,51,-1.0000,0.6488,0.9826,0.9791,0.9982,0.8058,1.3884,1.0257,0.9742
1,19542,3895815,0,1,0,0,0,5,4,96.1989,0.0076,13,-1,-1,-1,168.4208,114.6214,0.9918,0.9978,1.0309,1.0075,0.9925,61.9877,-0.0699,-1,53,-1.0000,0.5066,0.9826,0.9791,0.9982,0.8426,1.3822,1.0200,0.9801
1,19542,3895828,0,1,0,0,0,4,2,49.7990,0.1102,13,-1,-1,-1,66.7408,66.1178,0.9925,0.1619,1.0309,1.0176,0.9824,43.1776,-1.8677,-1,51,-1.0000,0.8477,0.9814,0.9794,0.9960,0.7379,1.6729,1.0163,0.9836
1,19542,3895830,0,1,0,0,0,4,2,33.4429,0.0000,-13,-1,-1,-1,186.1023,73.3327,0.7265,0.9076,1.0494,1.0071,0.9929,67.6516,2.3613,-1,53,-1.0000,0.5967,0.9763,0.9805,0.9946,0.8412,1.2781,1.0218,0.9782
1,19542,3895832,1,0,0,0,0,4,3,79.6993,0.0000,-11,-1,-1,-1,148.9194,135.5355,0.9982,0.9622,1.1372,1.0087,0.9913,26.5309,-2.2275,-1,53,-1.0000,0.6911,0.9833,0.9850,0.9868,0.8204,1.3320,1.0221,0.9780
1,19542,3895836,1,0,0,0,0,4,3,56.3204,0.0497,-11,-1,-1,-1,159.7078,142.7713,0.8180,0.1737,1.0241,1.0079,0.9921,61.2484,0.6656,-1,51,-1.0000,1.4173,0.9926,0.9850,0.9868,0.7281,1.6957,1.0205,0.9797
1,19542,3895852,0,1,0,0,0,6,2,136.9308,0.0851,-13,-1,-1,-1,198.5386,138.5750,0.1031,0.3301,1.0798,1.0070,0.9930,162.2175,-1.5252,-1,53,-1.0000,1.6740,0.9826,0.9791,0.9982,0.7146,1.6506,1.0209,0.9790
1,19542,3895880,0,1,0,0,0,6,4,57.6107,0.0105,13,-1,-1,-1,148.5884,122.7539,0.9935,0.9297,1.1273,1.0087,0.9913,63.3964,-2.7390,-1,51,-1.0000,0.4252,0.9834,0.9789,0.9966,0.7462,1.6662,1.0438,0.9560
1,19542,3895891,0,0,0,1,0,4,1,145.2579,0.0427,11,86.7336,0.0154,-13,438.8784,106.7493,0.3223,0.9882,1.0906,1.0093,0.9907,319.8792,1.9642,216.6303,53,-1.0000,2.8700,0.9599,0.9711,0.9830,0.7887,1.3943,1.0258,0.9742
1,19542,3895895,0,1,0,0,0,4,3,121.7950,0.0091,-13,-1,-1,-1,94.2454,89.7488,0.9946,0.9987,1.0805,1.0094,0.9906,34.8742,-1.8038,-1,51,-1.0000,0.6215,0.9729,0.9780,0.9995,0.7697,1.4515,1.0186,0.9813
1,19542,3895897,0,0,0,0,1,4,2,51.5231,0.1378,13,29.1464,0.1549,-13,89.5517,54.9584,0.9815,0.1733,1.0538,1.0137,0.9863,51.7193,-0.6660,61.8677,53,-1.0000,1.1911,0.9300,0.9508,0.9924,0.8172,1.3477,1.0202,0.9800
1,19542,3895904,0,1,0,0,0,5,2,40.8205,0.0592,-13,-1,-1,-1,97.3889,74.3433,0.2160,0.9020,1.0985,1.0131,0.9869,18.6884,0.7848,-1,0,-1.0000,1.4496,0.9814,0.9794,0.9960,0.7156,1.6687,1.0234,0.9769
1,19542,3895919,0,1,0,0,0,4,3,115.4946,0.0799,-13,-1,-1,-1,172.1449,123.4030,0.9093,0.1822,1.0329,1.0074,0.9926,146.4615,-1.5869,-1,51,-1.0000,0.7157,0.9826,0.9791,0.9982,0.7870,1.4892,1.0195,0.9805
1,19542,3895942,0,0,0,1,0,4,3,73.8242,0.0000,-11,62.8975,0.0358,13,92.1402,73.4135,0.9929,0.8300,1.0928,1.0136,0.9864,84.1467,2.3832,175.3732,51,-1.0000,0.8695,0.9719,0.9381,0.9824,0.8121,1.3269,1.0234,0.9766
1,19542,3895943,0,1,0,0,0,7,2,47.5141,0.0110,-13,-1,-1,-1,180.8232,143.5484,0.9461,0.1682,1.0468,1.0073,0.9927,52.4466,-0.1768,-1,53,-1.0000,1.1409,0.9898,0.9928,0.9982,0.7852,1.6519,1.0224,0.9774
1,19542,3895951,0,1,0,0,0,5,3,74.8341,0.0184,13,-1,-1,-1,101.0007,47.6584,0.0972,0.1199,1.0118,1.0123,0.9877,28.8383,1.3203,-1,53,-1.0000,0.5886,0.9826,0.9791,0.9982,0.8240,1.3410,1.0224,0.9778
1,19543,3895960,0,0,1,0,0,7,4,152.3459,0.0000,11,142.5023,0.0124,-11,161.6868,159.9124,0.1405,0.1172,1.1160,1.0076,0.9924,75.7066,-1.6545,295.8549,53,-1.0000,0.5738,0.9799,0.9845,0.9768,0.7741,1.5670,1.0329,0.9669
1,19543,3895966,0,1,0,0,0,5,2,113.0332,0.0224,-13,-1,-1,-1,94.3982,89.3621,0.9820,0.2864,1.1258,1.0097,0.9903,69.2393,0.5635,-1,51,-1.0000,1.4748,0.9923,0.9965,0.9993,0.8519,1.6140,1.0253,0.9749
1,19543,3895979,0,1,0,0,0,4,3,35.7408,0.0000,-13,-1,-1,-1,140.5932,82.1970,0.8720,0.5358,1.1416,1.0093,0.9907,60.5734,-1.0887,-1,53,-1.0000,0.8498,0.9763,0.9805,0.9946,0.8422,1.3743,1.0325,0.9673
1,19543,3895984,0,1,0,0,0,6,2,38.3130,0.0145,-13,-1,-1,-1,111.4357,84.6669,0.4730,0.2589,1.0512,1.0109,0.9891,34.8962,0.8563,-1,53,-1.0000,0.7860,0.9763,0.9805,0.9946,0.9117,1.2187,1.0292,0.9707
1,19543,3895996,0,1,0,0,0,6,3,179.9131,0.0000,13,-1,-1,-1,171.7170,149.2656,0.9857,0.9000,1.0548,1.0070,0.9930,31.4565,-2.9200,-1,53,-1.0000,0.6273,0.9826,0.9791,0.9982,0.8097,1.3664,1.0227,0.9773
1,19543,3896016,1,0,0,0,0,5,2,50.8569,0.0520,11,-1,-1,-1,105.8190,99.0996,0.7922,0.8406,1.0218,1.0118,0.9882,85.9803,-2.0163,-1,53,-1.0000,1.0044,0.9807,0.9875,0.9888,0.8288,1.3771,1.0187,0.9814
1,19543,3896024,0,1,0,0,0,5,3,97.0311,0.0169,-13,-1,-1,-1,149.9982,93.6057,0.9790,0.9793,1.0533,1.0084,0.9916,48.2582,-1.7145,-1,53,-1.0000,0.8882,0.9923,0.9965,0.9993,0.8171,1.4183,1.0229,0.9774
1,19543,3896028,0,1,0,0,0,7,2,43.6547,0.0000,13,-1,-1,-1,79.0476,74.8302,0.2334,0.5916,1.0697,1.0158,0.9842,57.3771,-2.8391,-1,53,-1.0000,2.2170,0.9898,0.9928,0.9982,0.7528,1.6312,1.0234,0.9769
1,19543,3896040,1,0,0,0,0,8,5,60.2264,0.0000,-11,-1,-1,-1,257.9611,178.3209,0.9956,0.9512,1.0604,1.0068,0.9932,74.7468,2.9059,-1,53,-1.0000,0.4481,0.9854,0.9995,0.9899,0.7164,1.7229,1.0174,0.9825
1,19543,3896047,0,1,0,0,0,4,2,50.0041,0.0993,13,-1,-1,-1,139.2655,76.0715,0.5383,0.9034,1.0465,1.0091,0.9909,228.3908,1.8008,-1,53,-1.0000,1.0770,0.9760,0.9720,0.9987,0.8339,1.2965,1.0245,0.9754
1,19543,3896071,1,0,0,0,0,4,2,145.5854,0.0000,-11,-1,-1,-1,171.4132,50.5607,0.9952,0.1505,1.0475,1.0075,0.9925,44.0858,0.5742,-1,51,-1.0000,0.7751,1.0295,0.9580,0.9857,0.7996,1.3560,1.0263,0.9735
1,19543,3896078,0,1,0,0,0,5,2,61.4115,0.0133,-13,-1,-1,-1,473.6230,110.8401,0.9534,-0.1000,1.0783,1.0100,0.9900,149.9698,1.4636,-1,51,-1.0000,2.2656,0.9923,0.9965,0.9993,0.7395,1.5803,1.0394,0.9612
1,19543,3896083,0,1,0,0,0,6,4,52.2723,0.0072,-13,-1,-1,-1,115.1257,107.4805,0.0827,0.9658,1.1520,1.0109,0.9891,77.8493,2.0498,-1,53,-1.0000,0.6096,0.9918,0.9945,0.9985,0.7864,1.4077,1.0237,0.9763
1,19543,3896118,0,0,0,0,1,4,2,75.7481,0.0000,-13,47.3499,0.0000,13,66.5623,37.9305,0.9984,0.9762,1.0343,1.0151,0.9849,74.4925,2.5175,121.2340,51,-1.0000,0.8764,0.9300,0.9589,0.9941,0.7173,1.7357,1.0197,0.9804
1,19543,3896125,0,1,0,0,0,4,3,28.1544,0.0469,-13,-1,-1,-1,83.1115,74.9769,0.1084,0.9972,1.0527,1.0150,0.9850,102.1774,-0.5217,-1,53,-1.0000,0.8507,0.9642,0.9782,0.9937,0.8375,1.3135,1.0246,0.9753
1,19543,3896127,0,1,0,0,0,4,2,58.8984,0.0000,13,-1,-1,-1,139.1747,62.6716,0.9383,0.9975,1.1376,1.0090,0.9910,67.2828,-2.4134,-1,51,-1.0000,1.1176,0.9918,0.9945,0.9985,0.8563,1.3033,1.0219,0.9781
1,19543,3896132,1,0,0,0,0,6,3,42.8369,0.0000,11,-1,-1,-1,74.3754,70.3039,0.6765,0.9988,1.0201,1.0162,0.9838,40.4149,1.1362,-1,51,-1.0000,0.7187,0.9791,0.9850,0.9949,0.8459,1.2844,1.0238,0.9761
1,19543,3896135,0,1,0,0,0,5,2,43.9960,0.0263,-13,-1,-1,-1,207.9096,173.6104,0.1983,0.9973,1.1194,1.0068,0.9932,182.9324,2.4187,-1,51,-1.0000,0.7507,0.9780,0.9728,0.9983,0.7271,1.6952,1.0251,0.9747
1,19718,3930862,0,0,0,1,0,3,1,208.8611,0.0000,-13,78.6768,0.0596,11,102.0204,39.7834,0.5882,0.6523,1.1273,1.0068,0.9932,51.5558,-2.1757,365.1681,51,-1.0000,0.7900,0.9785,0.9883,0.9841,0.7901,1.3926,1.0302,0.9697
1,19718,3930892,0,1,0,0,0,5,3,35.1563,0.0793,-13,-1,-1,-1,54.2516,53.7665,0.9991,0.9948,1.0808,1.0221,0.9779,15.5185,-0.4002,-1,53,-1.0000,0.7728,0.9763,0.9805,0.9946,0.8421,1.3235,1.0176,0.9824
1,19718,3930902,0,1,0,0,0,5,2,38.1001,0.0414,-13,-1,-1,-1,114.9796,70.3131,0.2420,0.9974,1.0355,1.0108,0.9892,105.9416,-2.6816,-1,53,-1.0000,1.0160,0.9763,0.9805,0.9946,0.8229,1.3772,1.0170,0.9829
1,19718,3930903,0,1,0,0,0,8,3,49.3462,0.0201,-13,-1,-1,-1,128.9655,121.1429,0.9590,0.1694,1.0395,1.0095,0.9905,66.2639,0.5579,-1,53,-1.0000,0.4382,0.9898,0.9928,0.9982,0.7747,1.3780,1.0197,0.9804
1,19718,3930908,0,1,0,0,0,4,2,42.1381,0.0000,-13,-1,-1,-1,98.9400,76.9132,0.9919,0.0659,1.0511,1.0125,0.9875,69.8883,-1.7598,-1,53,-1.0000,1.0327,0.9898,0.9928,0.9982,0.8216,1.3572,1.0877,0.9139
1,19718,3930917,0,1,0,0,0,7,4,194.8026,0.0449,13,-1,-1,-1,233.2392,169.1043,0.9674,0.1165,1.0747,1.0067,0.9933,124.0351,-0.2983,-1,53,-1.0000,0.4980,0.9826,0.9791,0.9982,0.7771,1.6101,1.0749,0.9251
1,19718,3930922,1,0,0,0,0,4,2,206.4987,0.0000,-11,-1,-1,-1,181.2759,113.7111,0.3515,0.9955,1.0455,1.0067,0.9933,92.2848,1.7712,-1,53,-1.0000,0.8500,0.9947,0.9995,0.9899,0.7024,1.7783,1.0218,0.9784
1,19718,3930923,0,1,0,0,0,5,3,30.4773,0.0652,13,-1,-1,-1,468.5489,246.6030,0.1507,0.1406,1.0697,1.0099,0.9901,35.7056,-0.8681,-1,51,-1.0000,0.7085,0.9763,0.9805,0.9946,0.7471,1.5217,1.0797,0.9199
