run,lumi,event,is_e,is_mu,is_ee,is_emu,is_mumu,n_jets,n_btags,lep1_pt,lep1_iso,lep1_pdgId,lep2_pt,lep2_iso,lep2_pdgId,jet1_pt,jet2_pt,jet1_CSVv2,jet2_CSVv2,jet1_JecSF,jet1_JecSF_up,jet1_JecSF_down,MET_pt,MET_phi,mll,ttHFCategory,PUWeight,bWeight,triggerSF,lepIDSF,lepISOSF,Q2_upup,Q2_downdown,pdf_up,pdf_down
1,11485,2289664,1,0,0,0,0,6,4,77.6344,0.0000,-11,-1,-1,-1,97.2088,75.1902,0.9783,0.5822,1.0271,1.0127,0.9873,67.1578,-0.6173,-1,53,-1.0000,0.6112,0.9843,0.9833,0.9888,0.8210,1.4359,1.0209,0.9792
1,11485,2289677,0,1,0,0,0,8,3,66.5389,0.0311,13,-1,-1,-1,155.1430,116.1576,0.1384,0.0928,1.0543,1.0082,0.9918,130.7631,-2.0168,-1,53,-1.0000,0.7209,0.9826,0.9791,0.9982,0.8493,1.3519,1.0203,0.9798
1,11485,2289678,0,1,0,0,0,5,3,27.6579,0.0000,13,-1,-1,-1,162.4386,158.7980,0.9918,0.0755,1.0607,1.0079,0.9921,119.5913,2.2339,-1,53,-1.0000,0.6281,0.9642,0.9782,0.9937,0.8065,1.4758,1.0204,0.9797
1,11485,2289684,0,1,0,0,0,7,3,73.3299,0.0218,13,-1,-1,-1,148.5619,147.0558,0.1530,0.3195,1.1278,1.0084,0.9916,87.5208,-3.0236,-1,53,-1.0000,0.6846,0.9826,0.9791,0.9982,0.8100,1.3480,1.0218,0.9784
1,11485,2289703,0,1,0,0,0,4,2,35.4208,0.1356,-13,-1,-1,-1,129.7856,124.8964,0.9974,0.9985,1.0786,1.0098,0.9902,115.8988,0.7091,-1,0,-1.0000,0.6676,0.9763,0.9805,0.9946,0.8438,1.3867,1.0208,0.9790
1,11485,2289722,0,1,0,0,0,8,3,30.0270,0.0194,13,-1,-1,-1,220.3273,182.7416,0.7617,0.8021,1.1182,1.0068,0.9932,94.4958,2.5235,-1,53,-1.0000,0.8744,0.9763,0.9805,0.9946,0.9060,1.3853,1.0302,0.9700
1,11485,2289740,0,0,0,1,0,3,1,80.6137,0.0047,-13,79.0448,0.0000,11,35.5926,30.6416,0.2006,0.1373,1.0481,1.0143,0.9857,67.4546,-2.9862,144.6067,0,-1.0000,0.9302,0.9599,0.9787,0.9880,0.9102,1.4704,1.0221,0.9781
1,15053,3000824,0,1,0,0,0,7,2,39.2044,0.0176,-13,-1,-1,-1,141.7398,90.9952,0.3117,0.9436,1.0242,1.0091,0.9909,65.3195,-2.9028,-1,53,-1.0000,0.9279,0.9763,0.9805,0.9946,0.7498,1.6673,1.0187,0.9813
1,15053,3000834,0,1,0,0,0,6,5,187.4872,0.0026,-13,-1,-1,-1,211.7449,145.2350,0.8229,0.9883,1.0529,1.0068,0.9932,93.0881,-1.4598,-1,53,-1.0000,0.6695,0.9826,0.9791,0.9982,0.7891,1.4640,1.0261,0.9738
1,15053,3000845,0,1,0,0,0,7,5,38.6136,0.1070,-13,-1,-1,-1,138.8262,136.4140,0.1253,0.9478,1.0257,1.0089,0.9911,83.7508,1.7786,-1,53,-1.0000,0.4956,0.9763,0.9805,0.9946,0.8256,1.3814,1.0224,0.9778
1,15053,3000853,0,1,0,0,0,4,2,39.6984,0.0220,-13,-1,-1,-1,211.7705,61.8459,0.1646,0.9039,1.0560,1.0068,0.9932,6.5146,-2.5385,-1,52,-1.0000,0.8719,0.9747,0.9730,1.0009,0.7044,1.5546,1.0332,0.9667
1,15053,3000859,1,0,0,0,0,4,3,51.3981,0.0000,-11,-1,-1,-1,141.3896,80.9762,0.9794,0.9377,1.1041,1.0091,0.9909,31.2733,-1.9175,-1,53,-1.0000,0.5676,0.9926,0.9860,0.9868,0.7430,1.6701,1.0194,0.9807
1,15053,3000865,0,1,0,0,0,9,3,60.0179,0.0140,13,-1,-1,-1,164.4597,138.0082,0.1790,0.8541,1.0350,1.0077,0.9923,211.9273,-2.1899,-1,53,-1.0000,1.6341,0.9826,0.9791,0.9982,0.8550,1.4055,1.0234,0.9769
1,15053,3000879,0,1,0,0,0,5,3,142.6264,0.0000,13,-1,-1,-1,172.5955,156.3971,0.9963,0.9747,1.0457,1.0075,0.9925,54.4917,-2.1124,-1,53,-1.0000,0.5868,0.9826,0.9791,0.9982,0.7960,1.5264,1.0223,0.9779
1,15053,3000892,1,0,0,0,0,5,3,91.0340,0.0000,-11,-1,-1,-1,87.3406,77.0624,0.7637,0.9625,1.0525,1.0128,0.9872,44.2254,-2.8149,-1,53,-1.0000,0.6868,0.9828,0.9918,0.9848,0.8316,1.3184,1.0305,0.9696
1,15053,3000908,0,0,0,0,1,7,3,130.7201,0.0917,-13,115.6170,0.0474,13,124.0449,119.1775,0.5695,0.9946,1.1309,1.0073,0.9927,91.9981,-2.2697,241.3035,53,-1.0000,0.8425,0.9340,0.9930,0.9986,0.7990,1.3918,1.0226,0.9775
1,15053,3000910,0,0,0,0,1,5,2,136.3879,0.0564,-13,75.7749,0.0291,13,510.2764,101.2067,0.9950,0.8334,1.0728,1.0103,0.9897,317.8385,0.9992,236.0113,53,-1.0000,1.0461,0.9300,0.9587,0.9963,0.7938,1.4332,1.0390,0.9617
1,15053,3000928,1,0,0,0,0,7,4,108.7415,0.0128,-11,-1,-1,-1,1233.2520,895.4935,0.9868,0.9778,1.0568,1.0168,0.9832,233.4408,2.0295,-1,54,-1.0000,0.5313,0.9947,0.9995,0.9899,0.8433,1.3770,1.0209,0.9790
1,15053,3000932,1,0,0,0,0,4,3,69.4548,0.0026,-11,-1,-1,-1,150.0343,79.5554,0.9942,0.8628,1.1387,1.0087,0.9913,130.2459,-2.1448,-1,53,-1.0000,0.6997,0.9843,0.9833,0.9888,0.7472,1.6117,1.0307,0.9691
1,15053,3000933,0,1,0,0,0,6,2,50.6241,0.0295,-13,-1,-1,-1,73.7722,62.0963,0.9820,0.3656,1.0073,1.0160,0.9840,58.3025,1.9494,-1,53,-1.0000,0.5980,0.9834,0.9789,0.9966,0.8497,1.2929,1.0268,0.9731
1,15053,3000939,1,0,0,0,0,5,3,65.3491,0.0145,11,-1,-1,-1,139.9170,77.1929,0.1241,0.8759,1.0485,1.0089,0.9911,42.4558,3.0790,-1,53,-1.0000,0.5051,0.9527,0.9725,0.9897,0.6782,1.6839,1.0485,0.9519
1,15053,3000950,1,0,0,0,0,5,3,93.6490,0.0046,-11,-1,-1,-1,176.0615,95.8615,0.6799,0.9936,1.1249,1.0074,0.9926,88.7319,-1.2943,-1,51,-1.0000,0.4911,0.9854,0.9995,0.9899,0.8191,1.3812,1.0216,0.9782
1,15053,3000962,0,1,0,0,0,5,3,82.7048,0.0000,13,-1,-1,-1,105.9847,73.8950,0.1933,0.9041,1.1528,1.0121,0.9879,103.7797,1.7947,-1,53,-1.0000,0.8032,0.9826,0.9791,0.9982,0.7175,1.6887,1.0198,0.9803
1,15053,3000987,0,1,0,0,0,4,2,207.6640,0.0105,13,-1,-1,-1,155.4053,96.6280,0.1530,0.0924,1.0821,1.0067,0.9933,135.2263,2.0020,-1,51,-1.0000,0.8055,0.9729,0.9780,0.9995,0.6943,1.7784,1.0211,0.9788
1,15053,3001000,1,0,0,0,0,5,3,133.4218,0.0097,-11,-1,-1,-1,119.0968,118.8260,0.0568,0.9946,1.0279,1.0088,0.9912,79.2329,2.6117,-1,53,-1.0000,0.6003,0.9947,0.9995,0.9899,0.8158,1.3123,1.0246,0.9753
1,15053,3001006,1,0,0,0,0,8,2,76.3055,0.0000,11,-1,-1,-1,133.5984,113.6362,0.0886,0.3783,1.0285,1.0093,0.9907,85.3955,-2.0780,-1,53,-1.0000,0.7424,0.9843,0.9833,0.9888,0.8117,1.4308,1.0199,0.9802
1,15053,3001012,1,0,0,0,0,4,2,38.5118,0.0388,11,-1,-1,-1,79.3839,51.9429,0.0865,0.9740,1.0377,1.0154,0.9846,66.2888,0.8800,-1,53,-1.0000,0.7543,0.9801,0.9850,0.9939,0.8182,1.3295,1.0169,0.9830
1,15056,3001447,1,0,0,0,0,6,2,52.2704,0.0124,-11,-1,-1,-1,270.2877,245.9905,0.5639,0.3223,1.0509,1.0069,0.9931,39.3508,0.8568,-1,53,-1.0000,1.3610,0.9807,0.9875,0.9888,0.7906,1.3989,1.0329,0.9671
1,15056,3001458,0,1,0,0,0,6,3,30.8200,0.0772,-13,-1,-1,-1,157.9724,150.9103,0.1477,0.6097,1.0468,1.0081,0.9919,44.6107,0.8206,-1,53,-1.0000,0.9433,0.9763,0.9805,0.9946,0.8078,1.3365,1.0254,0.9745
1,15056,3001470,0,0,0,0,1,11,3,113.7628,0.0000,13,31.8300,0.0520,-13,154.6319,130.5619,0.9964,0.1230,1.0298,1.0083,0.9917,168.9530,0.0736,163.4648,53,-1.0000,0.9371,0.9511,0.9770,0.9939,0.7680,1.4528,1.0241,0.9760
1,15056,3001472,1,0,0,0,0,5,3,80.8929,0.0000,-11,-1,-1,-1,146.5897,91.8185,0.9948,0.0852,1.0334,1.0086,0.9914,176.9471,2.2295,-1,53,-1.0000,0.7703,0.9843,0.9833,0.9888,0.8104,1.3504,1.0244,0.9755
1,15056,3001475,0,1,0,0,0,4,4,95.9483,0.0000,-13,-1,-1,-1,118.8176,74.2623,0.9971,0.9467,1.0398,1.0107,0.9893,58.0414,0.0662,-1,51,-1.0000,0.7815,0.9826,0.9791,0.9982,0.7741,1.4763,1.0231,0.9772
1,15056,3001482,0,1,0,0,0,5,3,45.1843,0.1013,13,-1,-1,-1,111.4075,62.9909,0.9698,0.9091,1.1149,1.0114,0.9886,27.8563,-2.2561,-1,53,-1.0000,0.6515,0.9898,0.9928,0.9982,0.7385,1.6582,1.0203,0.9795
1,15056,3001491,1,0,0,0,0,4,2,98.9937,0.0000,11,-1,-1,-1,118.6318,94.4830,0.8548,0.6892,1.0179,1.0106,0.9894,78.5617,-1.2937,-1,53,-1.0000,0.9279,0.9854,0.9995,0.9899,0.8327,1.3720,1.0213,0.9789
1,15056,3001492,0,0,0,0,1,4,3,98.7737,0.0062,13,67.4879,0.0168,-13,103.3499,102.6281,0.2049,0.9595,1.0683,1.0114,0.9886,107.4238,1.0632,193.9172,53,-1.0000,0.7331,0.9300,0.9576,0.9977,0.7978,1.3990,1.0344,0.9657
1,15056,3001508,1,0,0,0,0,7,2,43.9384,0.0323,11,-1,-1,-1,144.5648,100.7710,0.7437,0.1428,1.0377,1.0087,0.9913,3.2449,2.8506,-1,51,-1.0000,0.5205,0.9802,1.0010,0.9929,0.8373,1.3816,1.0177,0.9823
1,15056,3001509,0,0,0,1,0,4,2,40.9560,0.0963,-11,39.5363,0.0160,13,232.4967,80.8849,0.6714,0.9990,1.1220,1.0067,0.9933,124.5774,-0.3314,72.5938,51,-1.0000,0.8221,0.9785,0.9924,0.9918,0.7738,1.4220,1.0207,0.9794
1,15056,3001518,0,1,0,0,0,8,3,57.5776,0.0000,13,-1,-1,-1,139.0810,133.8248,0.9081,0.3350,1.1158,1.0093,0.9907,148.6599,2.4992,-1,53,-1.0000,0.7244,0.9918,0.9945,0.9985,0.7692,1.5185,1.0379,0.9620
1,15056,3001521,0,1,0,0,0,6,3,73.9782,0.0000,13,-1,-1,-1,89.5032,78.3782,0.9975,0.5187,1.0879,1.0143,0.9857,99.2679,-2.6038,-1,53,-1.0000,0.8186,0.9826,0.9791,0.9982,0.8277,1.3660,1.0203,0.9795
1,15056,3001535,1,0,0,0,0,6,4,55.3613,0.0219,-11,-1,-1,-1,112.6905,91.5659,0.9883,0.9005,1.0411,1.0110,0.9890,52.8509,2.0867,-1,53,-1.0000,0.6321,0.9807,0.9833,0.9888,0.8097,1.4409,1.0184,0.9816
1,15056,3001547,0,0,0,1,0,4,2,71.5931,0.0018,11,28.6041,0.0366,-13,115.2181,54.1852,0.9377,0.9975,1.0294,1.0109,0.9891,67.9689,1.8655,117.5598,51,-1.0000,0.8081,0.9599,0.9618,0.9826,0.7261,1.6710,1.0234,0.9768
1,15056,3001555,0,1,0,0,0,4,2,30.0919,0.0179,13,-1,-1,-1,188.6297,170.3464,0.9815,0.8031,1.1179,1.0073,0.9927,35.0747,1.0645,-1,53,-1.0000,1.3335,0.9763,0.9805,0.9946,0.8773,1.3050,1.0365,0.9637
1,15056,3001561,0,0,0,0,1,4,2,96.5514,0.0148,-13,82.7466,0.1627,13,98.8584,47.9896,0.8366,0.9977,1.1081,1.0097,0.9903,53.8537,-1.5309,146.7396,51,-1.0000,1.0143,0.9340,0.9930,0.9986,0.7826,1.5847,1.0272,0.9725
1,15056,3001573,0,0,0,0,1,8,2,116.9970,0.0000,-13,66.8323,0.1648,13,185.9468,103.5960,0.5248,0.0945,1.0538,1.0071,0.9929,169.8511,-2.3286,134.5495,51,-1.0000,2.1595,0.9300,0.9587,0.9963,0.8144,1.5784,1.0209,0.9793
1,15056,3001577,1,0,0,0,0,5,3,71.5307,0.0381,11,-1,-1,-1,109.7433,99.0009,0.6792,0.9551,1.0882,1.0116,0.9884,52.1205,2.1557,-1,53,-1.0000,0.5943,0.9833,0.9850,0.9868,0.8339,1.3188,1.0273,0.9726
1,15056,3001578,1,0,0,0,0,6,3,46.9827,0.0152,11,-1,-1,-1,331.5976,241.5629,0.7152,0.0718,1.1033,1.0082,0.9918,134.9814,1.9990,-1,53,-1.0000,0.4263,0.9770,0.9904,0.9909,0.8271,1.3419,1.0278,0.9720
1,15056,3001580,0,1,0,0,0,5,3,38.4428,0.0411,-13,-1,-1,-1,133.0885,123.6314,0.8120,0.1083,1.1277,1.0093,0.9907,30.4181,-1.3057,-1,51,-1.0000,0.9837,0.9747,0.9730,1.0009,0.8072,1.3599,1.0223,0.9777
1,15056,3001592,0,1,0,0,0,6,4,37.7187,0.0000,-13,-1,-1,-1,364.9169,274.5041,0.8560,-0.1000,1.1234,1.0082,0.9918,130.7200,2.9463,-1,53,-1.0000,0.5720,0.9763,0.9805,0.9946,0.7865,1.4155,1.0323,0.9682
1,15057,3001621,1,0,0,0,0,4,3,83.8620,0.0000,11,-1,-1,-1,278.8130,210.8891,0.8601,0.0899,1.0567,1.0070,0.9930,84.6806,2.9470,-1,53,-1.0000,1.3369,0.9854,0.9995,0.9899,0.7575,1.4228,1.0263,0.9740
1,15057,3001626,0,0,0,0,1,8,2,95.9137,0.2083,-13,17.4319,0.0000,13,176.5122,62.3344,0.5386,0.7933,1.1148,1.0075,0.9925,196.9422,0.1930,59.9389,53,-1.0000,0.7660,0.9511,0.9711,0.9874,0.7844,1.4308,1.0273,0.9730
1,15057,3001631,1,0,0,0,0,6,2,102.7162,0.0000,-11,-1,-1,-1,244.1508,87.9642,0.1024,0.7097,1.0523,1.0068,0.9932,93.8525,0.8589,-1,53,-1.0000,1.0088,0.9799,0.9850,0.9868,0.7797,1.5566,1.0278,0.9720
1,15057,3001633,0,1,0,0,0,6,2,35.0601,0.1007,-13,-1,-1,-1,67.2654,59.2278,0.3309,0.1532,1.1530,1.0192,0.9808,129.2969,-0.3055,-1,53,-1.0000,0.6513,0.9763,0.9805,0.9946,0.7452,1.6508,1.0227,0.9776
1,15057,3001654,1,0,0,0,0,6,4,62.0947,0.0000,-11,-1,-1,-1,386.9376,336.1855,0.1488,0.9831,1.0560,1.0086,0.9914,70.2536,-2.9036,-1,53,-1.0000,0.6086,0.9828,0.9918,0.9848,0.6697,1.9364,1.0361,0.9639
1,15057,3001660,0,0,0,1,0,3,3,62.6639,0.0000,13,48.6970,0.0000,-11,611.0048,220.3093,0.9409,0.9904,1.0715,1.0117,0.9883,165.2547,1.4695,51.6945,53,-1.0000,0.7043,0.9719,0.9288,0.9944,0.7945,1.3647,1.0290,0.9711
1,15057,3001672,1,0,0,0,0,4,2,240.2464,0.0007,11,-1,-1,-1,225.2768,65.4424,0.9958,0.9454,1.1049,1.0074,0.9926,64.5790,-2.7868,-1,53,-1.0000,1.0255,1.0295,0.9580,0.9842,0.7343,1.4601,1.1227,0.8767
1,15057,3001677,0,1,0,0,0,5,2,69.5454,0.0098,-13,-1,-1,-1,183.2172,127.7421,0.9117,0.9366,1.0478,1.0072,0.9928,51.5964,1.0446,-1,51,-1.0000,0.6513,0.9923,0.9965,0.9993,0.7659,1.5558,1.0193,0.9808
1,15057,3001680,1,0,0,0,0,7,3,90.5943,0.0072,-11,-1,-1,-1,153.0320,71.2974,0.1277,0.3522,1.0398,1.0081,0.9919,37.8981,1.5849,-1,51,-1.0000,0.7481,0.9828,0.9918,0.9848,0.8273,1.3258,1.0231,0.9769
1,15057,3001689,0,1,0,0,0,4,2,32.5629,0.0000,-13,-1,-1,-1,140.1187,93.7409,0.9596,0.2141,1.0357,1.0089,0.9911,89.2418,1.3046,-1,51,-1.0000,0.6300,0.9747,0.9730,1.0009,0.7839,1.3608,1.0161,0.9838
1,15057,3001690,1,0,0,0,0,5,2,110.4299,0.0336,11,-1,-1,-1,81.0347,80.0952,0.4631,0.9611,1.0951,1.0097,0.9903,175.2173,-0.9496,-1,53,-1.0000,0.7556,0.9799,0.9850,0.9868,0.7809,1.3735,1.0352,0.9646
1,15057,3001699,0,1,0,0,0,7,3,51.7395,0.0284,-13,-1,-1,-1,105.3482,99.5969,0.9741,0.4450,1.0986,1.0121,0.9879,40.5451,0.1241,-1,53,-1.0000,0.4989,0.9918,0.9945,0.9985,0.8230,1.3401,1.0313,0.9685
1,15057,3001700,0,0,0,1,0,3,2,69.3102,0.0070,-11,48.4271,0.0084,13,154.2865,146.9251,0.9978,0.9962,1.0522,1.0081,0.9919,35.9458,2.7853,169.1387,53,-1.0000,0.7596,0.9599,0.9582,0.9852,0.8372,1.3050,1.0304,0.9695
1,15057,3001709,0,1,0,0,0,6,3,34.5911,0.0625,13,-1,-1,-1,406.2353,168.7949,0.4877,0.8592,1.0662,1.0088,0.9912,245.7185,1.5766,-1,53,-1.0000,0.7924,0.9880,0.9915,0.9989,0.8305,1.3300,1.0280,0.9719
1,15057,3001716,0,1,0,0,0,6,4,38.7823,0.0000,-13,-1,-1,-1,121.5156,121.1515,0.8697,0.8703,1.1073,1.0105,0.9895,73.4675,-2.8434,-1,53,-1.0000,0.8203,0.9880,0.9915,0.9989,0.8050,1.3652,1.0172,0.9827
1,15057,3001722,0,1,0,0,0,6,3,54.9030,0.0035,13,-1,-1,-1,89.3415,84.8514,0.9922,0.2428,1.1616,1.0142,0.9858,87.4094,2.9670,-1,53,-1.0000,0.6573,0.9918,0.9945,0.9985,0.8142,1.3570,1.0608,0.9389
1,15057,3001726,0,1,0,0,0,6,4,112.1849,0.0067,-13,-1,-1,-1,122.8684,94.3790,0.8406,0.9939,1.0553,1.0102,0.9898,110.8468,1.5962,-1,53,-1.0000,0.4288,0.9729,0.9780,0.9995,0.7184,1.6538,1.0287,0.9711
1,15057,3001731,1,0,0,0,0,6,2,37.9652,0.0589,-11,-1,-1,-1,145.2920,85.5256,0.4079,0.5763,1.0959,1.0088,0.9912,35.8262,0.8051,-1,53,-1.0000,0.6864,0.9801,0.9850,0.9939,0.8395,1.3273,1.0221,0.9781
1,15057,3001753,0,1,0,0,0,4,2,59.4177,0.0000,13,-1,-1,-1,118.6198,102.5073,0.3136,0.9881,1.1388,1.0108,0.9892,77.6383,2.5255,-1,53,-1.0000,0.6337,0.9834,0.9789,0.9966,0.7360,1.6568,1.0216,0.9781
1,15057,3001758,1,0,0,0,0,5,2,66.3953,0.0470,-11,-1,-1,-1,269.9647,216.9978,0.0709,0.9331,1.0676,1.0069,0.9931,100.1744,0.1343,-1,0,-1.0000,0.6899,0.9828,0.9918,0.9848,0.8747,1.2688,1.0242,0.9757
1,15057,3001768,0,1,0,0,0,4,2,113.8415,0.0856,-13,-1,-1,-1,181.3603,159.2572,0.1158,0.9758,1.0691,1.0072,0.9928,43.4602,2.5397,-1,53,-1.0000,1.3510,0.9826,0.9791,0.9982,0.8042,2.3326,1.0191,0.9810
1,15057,3001771,0,1,0,0,0,5,2,143.5862,0.0249,-13,-1,-1,-1,163.8234,78.2956,0.9985,0.0843,1.1210,1.0079,0.9921,49.7250,-2.5167,-1,51,-1.0000,0.7269,0.9826,0.9791,0.9982,0.7438,1.6761,1.0202,0.9796
1,15057,3001772,1,0,0,0,0,5,4,32.6841,0.0076,-11,-1,-1,-1,247.4603,122.6078,0.9894,0.9375,1.0566,1.0068,0.9932,117.6075,0.2342,-1,53,-1.0000,0.9844,0.9700,0.9842,0.9908,0.8326,1.3541,1.0203,0.9798
1,15057,3001773,1,0,0,0,0,10,3,57.9190,0.0434,-11,-1,-1,-1,154.7049,115.6364,0.9958,0.8761,1.0576,1.0082,0.9918,55.4697,-1.6206,-1,53,-1.0000,0.5884,0.9787,0.9918,0.9848,0.7643,1.5545,1.0172,0.9828
1,15057,3001774,0,1,0,0,0,5,2,73.1177,0.0061,-13,-1,-1,-1,119.6025,97.2762,0.0897,0.1063,1.0306,1.0104,0.9896,178.1883,-1.9495,-1,53,-1.0000,0.6283,0.9826,0.9791,0.9982,0.8002,1.3683,1.0223,0.9780
1,15057,3001783,0,1,0,0,0,4,3,32.1565,0.0607,-13,-1,-1,-1,116.0601,67.0534,0.9951,0.9751,1.0495,1.0107,0.9893,57.7517,-1.9987,-1,51,-1.0000,0.7401,0.9747,0.9730,1.0009,0.7853,1.5020,1.0173,0.9827
1,15057,3001788,0,1,0,0,0,5,3,50.8503,0.0000,-13,-1,-1,-1,108.2415,86.7844,0.4255,0.9556,1.0917,1.0117,0.9883,123.2328,-1.9212,-1,53,-1.0000,0.6922,0.9834,0.9789,0.9966,0.7077,1.6627,1.0220,0.9779
1,15057,3001795,0,1,0,0,0,4,2,73.3013,0.0395,13,-1,-1,-1,202.1281,100.4181,0.7595,0.9367,1.0551,1.0069,0.9931,86.3993,1.3241,-1,53,-1.0000,0.8111,0.9826,0.9791,0.9982,0.8060,1.3398,1.1272,0.8752
1,15057,3001807,1,0,0,0,0,5,3,111.4923,0.0059,11,-1,-1,-1,226.5033,130.7572,0.1306,0.9929,1.0550,1.0067,0.9933,47.5241,0.9779,-1,53,-1.0000,0.7999,0.9799,0.9850,0.9868,0.8101,1.3691,1.0279,0.9720
1,15060,3002213,1,0,0,0,0,5,2,65.2720,0.0000,11,-1,-1,-1,365.7683,256.1673,0.7402,0.0655,1.0569,1.0082,0.9918,149.6455,0.5536,-1,53,-1.0000,0.6281,0.9833,0.9850,0.9868,0.8108,1.3486,1.0176,0.9823
1,15060,3002221,0,1,0,0,0,6,3,89.2505,0.0104,-13,-1,-1,-1,147.1667,115.2992,0.7165,0.0810,1.0464,1.0086,0.9914,115.0933,2.4137,-1,53,-1.0000,0.5488,0.9826,0.9791,0.9982,0.8445,1.3659,1.0324,0.9681
1,15060,3002222,0,1,0,0,0,5,4,110.9915,0.0074,13,-1,-1,-1,202.1184,70.3703,0.9293,0.9825,1.1250,1.0069,0.9931,154.5685,0.9729,-1,53,-1.0000,0.8323,0.9923,0.9965,0.9993,0.8111,1.5261,1.0556,0.9443
1,15060,3002224,0,1,0,0,0,5,4,147.7395,0.0052,-13,-1,-1,-1,278.8368,109.8113,0.9165,0.9955,1.0516,1.0070,0.9930,27.9183,1.1527,-1,51,-1.0000,0.4144,0.9826,0.9791,0.9982,0.7307,1.7046,1.0200,0.9801
1,15060,3002235,0,0,0,0,1,3,3,132.7715,0.0146,-13,62.1862,0.0000,13,155.2492,75.6495,0.9492,0.8930,1.0807,1.0084,0.9916,61.7080,-1.2949,129.8180,51,-1.0000,0.7334,0.9300,0.9587,0.9963,0.8170,1.4159,1.0176,0.9823
1,15060,3002262,0,1,0,0,0,5,3,115.7139,0.0764,13,-1,-1,-1,236.8560,165.1237,0.1072,0.8785,1.1219,1.0067,0.9933,55.7592,-1.5300,-1,53,-1.0000,1.2827,0.9729,0.9780,0.9995,0.8045,1.3868,1.0358,0.9644
1,15060,3002266,0,0,0,1,0,9,3,79.0242,0.0000,-11,30.1169,0.1174,13,160.4157,98.5749,0.3059,0.2066,1.1264,1.0079,0.9921,72.4011,-2.3746,113.7967,53,-1.0000,0.9533,0.9599,0.9568,0.9897,0.7321,1.6530,1.0226,0.9777
1,15060,3002268,0,1,0,0,0,7,3,34.4878,0.0539,13,-1,-1,-1,270.8591,87.6470,0.1011,0.8419,1.0843,1.0069,0.9931,143.0322,1.5212,-1,53,-1.0000,1.0404,0.9880,0.9915,0.9989,0.6787,1.8029,1.0180,0.9819
1,15060,3002278,0,0,0,0,1,5,2,71.4506,0.0678,13,21.2247,0.0024,-13,134.0918,95.4463,0.4577,0.9913,1.1184,1.0094,0.9906,152.1173,-0.6948,45.2563,51,-1.0000,1.1802,0.9300,0.9542,0.9863,0.8098,1.4907,1.0182,0.9816
1,15060,3002283,0,1,0,0,0,4,2,32.5474,0.1006,13,-1,-1,-1,112.6039,105.3417,0.8182,0.9916,1.1153,1.0113,0.9887,30.7089,-0.1030,-1,51,-1.0000,0.8712,0.9747,0.9730,1.0009,0.8387,1.3462,1.0168,0.9831
1,15060,3002290,0,1,0,0,0,7,2,49.4007,0.0294,-13,-1,-1,-1,214.3062,189.5776,0.9157,0.2690,1.0634,1.0068,0.9932,39.6216,2.3470,-1,51,-1.0000,0.8847,0.9814,0.9794,0.9960,0.7183,1.7149,1.0174,0.9825
1,15060,3002295,1,0,0,0,0,5,2,142.1736,0.0073,11,-1,-1,-1,143.5654,110.6236,0.0805,0.9735,1.0295,1.0085,0.9915,139.5164,2.4829,-1,53,-1.0000,0.6254,1.0014,0.9918,0.9848,0.7963,1.3690,1.0224,0.9779
1,15060,3002297,1,0,0,0,0,5,2,92.7265,0.0349,11,-1,-1,-1,196.1675,157.5589,0.0687,0.1950,1.0780,1.0071,0.9929,22.0002,0.4543,-1,53,-1.0000,1.1899,0.9854,0.9995,0.9899,0.8247,1.3171,1.0245,0.9755
1,15060,3002307,1,0,0,0,0,5,2,65.1041,0.0400,11,-1,-1,-1,265.7846,195.9619,0.4361,0.9064,1.0614,1.0069,0.9931,51.3092,-3.0416,-1,53,-1.0000,1.0540,0.9833,0.9850,0.9868,0.8269,1.3945,1.0234,0.9768
1,15060,3002313,1,0,0,0,0,8,2,218.9320,0.0837,-11,-1,-1,-1,226.4153,156.8953,0.9957,0.4008,1.1408,1.0076,0.9924,121.2662,-0.1375,-1,53,-1.0000,1.1044,0.9834,0.9833,0.9888,0.8066,1.4585,1.0283,0.9717
1,15060,3002322,0,0,0,1,0,6,3,60.9275,0.0000,13,21.2407,0.0000,-11,279.7708,259.4021,0.9202,0.2233,1.0588,1.0070,0.9930,87.3727,3.0443,64.8087,53,-1.0000,0.8247,0.9785,0.9457,0.9894,0.7796,1.6255,1.0255,0.9744
1,15060,3002324,0,1,0,0,0,5,3,77.6701,0.0054,13,-1,-1,-1,136.5181,62.0338,0.9879,0.2349,1.0497,1.0093,0.9907,69.0799,-2.5430,-1,51,-1.0000,0.5703,0.9826,0.9791,0.9982,0.8386,1.3646,1.0186,0.9815
1,15060,3002325,0,1,0,0,0,5,3,149.0157,0.0012,13,-1,-1,-1,261.1179,49.5419,0.9179,0.9913,1.0516,1.0069,0.9931,113.4543,-0.3178,-1,53,-1.0000,0.9017,0.9826,0.9791,0.9982,0.8175,1.3315,1.0243,0.9757
1,15060,3002326,1,0,0,0,0,7,2,126.5012,0.0000,11,-1,-1,-1,157.6603,99.0336,0.1114,0.6705,1.0843,1.0082,0.9918,73.9856,1.0422,-1,53,-1.0000,0.9770,0.9947,0.9995,0.9899,0.8297,1.3295,1.0230,0.9768
1,15060,3002329,0,1,0,0,0,6,4,41.2776,0.1047,-13,-1,-1,-1,154.8371,133.2656,0.9890,0.1317,1.0869,1.0084,0.9916,30.4818,1.0140,-1,53,-1.0000,0.4949,0.9898,0.9928,0.9982,0.7107,1.7790,1.0183,0.9817
